,train,test
0.1,0.10016552499728278,0.009403165208641439
0.2,0.22017706340411677,0.008554790017660708
0.3,0.3183479002211243,0.007536112819798291
0.4,0.435036757402122,0.006357853999361396
0.5,0.5584914647974074,0.00494212118210271
0.6,0.7232051984057761,0.003607855795416981
0.7,0.8652591016027145,0.0028312480077147483
0.8,1.1258468161919155,0.0012231130036525427
0.9,1.3892847415874712,0.0007358373957686126
