mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.11669430732727051,0.012467333749876974,0.0019890308380126954,1.1165119403683347e-05,1,{'SVM__max_iter': 1},0.5017684953109545,0.49969218034488705,0.5063798138757349,0.5033565474404672,0.4962223550092379,0.5014865741629276,0.0034159175614017095,12,0.5028640776401375,0.5023213921993314,0.5022450705785894,0.5061184663989418,0.5010883751255848,0.502927476388517,0.0016971591461645147
0.24236783981323243,0.011661869900212857,0.002178478240966797,0.0003940299763481557,2,{'SVM__max_iter': 2},0.6012889840466809,0.6018689881141134,0.6015553423343849,0.6109581085174546,0.5962764558495054,0.6023911187415903,0.00474848980661893,11,0.6090724153683313,0.6075625670685177,0.609016254377332,0.6048563487621335,0.6068297880214774,0.6074674747195584,0.0015625759859728679
0.40992560386657717,0.009088134220466651,0.002372932434082031,0.0004951468739186674,4,{'SVM__max_iter': 4},0.6776291841861721,0.6860476563529754,0.67604179682509,0.6973154772886683,0.6879149764209197,0.684980438436086,0.007691350359143325,10,0.6897385499626966,0.6906112553122609,0.6925659426563885,0.6893810237578036,0.6869216594305455,0.689843686223939,0.0018310211993129864
0.6313284397125244,0.017934584261095086,0.001979351043701172,1.2772650943735957e-05,8,{'SVM__max_iter': 8},0.6987685351516602,0.7093929436129505,0.6979855668231567,0.7155740779111872,0.7024493559699037,0.7048311669811617,0.006715592240165393,1,0.7077069907158132,0.7102991130771642,0.7108771073164324,0.7084655157875777,0.7101391320723645,0.7094975717938704,0.001202373192897891
0.7673769950866699,0.011363497452698228,0.001967048645019531,3.783575901961779e-06,16,{'SVM__max_iter': 16},0.6984506711974325,0.7093929436129505,0.6979855668231567,0.7155740779111872,0.7027646144818834,0.7048301909173595,0.006753777953395421,2,0.7076249831711192,0.7102226487859882,0.7107984538635458,0.7084655157875777,0.7102173059310262,0.7094657815078514,0.0012085299061789978
0.7986895561218261,0.059151818124799,0.0019688129425048826,8.44957597096889e-07,32,{'SVM__max_iter': 32},0.6984506711974325,0.7093929436129505,0.6979855668231567,0.7155740779111872,0.7027646144818834,0.7048301909173595,0.006753777953395421,2,0.7076249831711192,0.7102226487859882,0.7107984538635458,0.7084655157875777,0.7102173059310262,0.7094657815078514,0.0012085299061789978
0.7607917785644531,0.01427554772925714,0.002369117736816406,0.000793824695263635,64,{'SVM__max_iter': 64},0.6984506711974325,0.7093929436129505,0.6979855668231567,0.7155740779111872,0.7027646144818834,0.7048301909173595,0.006753777953395421,2,0.7076249831711192,0.7102226487859882,0.7107984538635458,0.7084655157875777,0.7102173059310262,0.7094657815078514,0.0012085299061789978
0.7793341159820557,0.03066484214759754,0.002177906036376953,0.00039212852072897496,128,{'SVM__max_iter': 128},0.6984506711974325,0.7093929436129505,0.6979855668231567,0.7155740779111872,0.7027646144818834,0.7048301909173595,0.006753777953395421,2,0.7076249831711192,0.7102226487859882,0.7107984538635458,0.7084655157875777,0.7102173059310262,0.7094657815078514,0.0012085299061789978
0.7657790660858155,0.01766782897129042,0.002169179916381836,0.0003979088916962039,256,{'SVM__max_iter': 256},0.6984506711974325,0.7093929436129505,0.6979855668231567,0.7155740779111872,0.7027646144818834,0.7048301909173595,0.006753777953395421,2,0.7076249831711192,0.7102226487859882,0.7107984538635458,0.7084655157875777,0.7102173059310262,0.7094657815078514,0.0012085299061789978
0.7956953048706055,0.06747748182467517,0.002571392059326172,0.0004818194074954585,512,{'SVM__max_iter': 512},0.6984506711974325,0.7093929436129505,0.6979855668231567,0.7155740779111872,0.7027646144818834,0.7048301909173595,0.006753777953395421,2,0.7076249831711192,0.7102226487859882,0.7107984538635458,0.7084655157875777,0.7102173059310262,0.7094657815078514,0.0012085299061789978
0.7685708045959473,0.011587078815055116,0.002166891098022461,0.00039987862606558267,1024,{'SVM__max_iter': 1024},0.6984506711974325,0.7093929436129505,0.6979855668231567,0.7155740779111872,0.7027646144818834,0.7048301909173595,0.006753777953395421,2,0.7076249831711192,0.7102226487859882,0.7107984538635458,0.7084655157875777,0.7102173059310262,0.7094657815078514,0.0012085299061789978
0.7609896183013916,0.009995834971681007,0.0021714687347412108,0.00039697059709846574,2048,{'SVM__max_iter': 2048},0.6984506711974325,0.7093929436129505,0.6979855668231567,0.7155740779111872,0.7027646144818834,0.7048301909173595,0.006753777953395421,2,0.7076249831711192,0.7102226487859882,0.7107984538635458,0.7084655157875777,0.7102173059310262,0.7094657815078514,0.0012085299061789978
