,train,test
0.1,0.013785658997949212,0.0029475786024704574
0.2,0.025556572794448583,0.002849554398562759
0.3,0.04222497178707272,0.0030233578057959677
0.4,0.047401650378014894,0.00262207182822749
0.5,0.065275366185233,0.001964201801456511
0.6,0.07685468118870631,0.0007790870033204556
0.7,0.08258238061098382,0.0006261436035856604
0.8,0.09765796060673892,0.0005133136175572873
0.9,0.12017046239925548,0.00035869240527972577
