,train,test
0.1,0.01584919759770855,0.08727477359352634
0.2,0.06071804842213169,0.14084151240531356
0.3,0.0924657472060062,0.15953122060745956
0.4,0.1547656736103818,0.17075031080748887
0.5,0.23553088919725268,0.1699847167939879
0.6,0.3149670169921592,0.1476760670193471
0.7,0.42297096860129385,0.1244687172002159
0.8,0.515858277794905,0.08889435859164223
0.9,0.7439097972004675,0.052542955591343345
