mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.05625624656677246,0.003247051128598778,0.05345749855041504,0.0016200884162100402,1,{'SVM__max_iter': 1},0.07011261015258907,0.07155342517438049,0.07023622468653062,0.06593658990658893,0.058997801894824224,0.06737724305396228,0.004586436262430744,12,0.07496275466338223,0.07248350389129651,0.06764799350704322,0.06566136134028724,0.05993932912298905,0.06813898850499964,0.0052735704216856924
0.07859210968017578,0.0014515581896138792,0.12586064338684083,0.0031055216844889347,2,{'SVM__max_iter': 2},0.05794352506784111,0.06447138933656654,0.06319282267782922,0.060396766476440225,0.10682709171980811,0.07053116293835607,0.018246365322363543,11,0.05754915233885048,0.06520762591618871,0.06339790851408733,0.06021832825531799,0.10850445169433165,0.07097549334375523,0.018947791612280176
0.12685489654541016,0.005568076112934646,0.24892258644104004,0.004121814643902044,4,{'SVM__max_iter': 4},0.10783404874556618,0.1143259480632362,0.1253226917526612,0.13118313085221803,0.13012867599183855,0.12173768226219885,0.009177258134553206,10,0.10821048529436189,0.11789516648387413,0.12527214423009356,0.12826294175114333,0.12819854270493042,0.12156785609288065,0.007673590178468135
0.2056480884552002,0.001461840497928852,0.4087247848510742,0.007522514620843924,8,{'SVM__max_iter': 8},0.1852675418666593,0.1708114104328962,0.1740645387921642,0.21838515829001365,0.18119317121888717,0.18593441963240862,0.016997410340155276,9,0.19011222117468526,0.17228400039376626,0.176968464210408,0.22015140250379436,0.18579354292679032,0.18906192624188883,0.016769565306541657
0.38266587257385254,0.010373694700570653,0.6225343704223633,0.012639143831761198,16,{'SVM__max_iter': 16},0.34653951914405123,0.33861074069136393,0.3790841510005893,0.42843904802733984,0.39366999821459725,0.3772078613426538,0.03265323897220077,8,0.35476514696390843,0.3475519376351437,0.39005479156014605,0.4317020046882712,0.40197989817898744,0.38521075580529135,0.03102007970569228
0.6515776634216308,0.01891882467249586,0.8080381393432617,0.04458911837960061,32,{'SVM__max_iter': 32},0.662882569075662,0.6765070395851525,0.6815759139001643,0.6607906067574904,0.6421459809585762,0.6648004383294659,0.01378172321337703,7,0.67601233475315,0.6923411573696503,0.6939181690320076,0.6632750879036393,0.6662470878318365,0.6783587673780567,0.012785289388093674
0.9857661724090576,0.014093757848080464,0.9167436599731446,0.009537520195300082,64,{'SVM__max_iter': 64},0.8834367247057248,0.8830420844544898,0.8917656865707377,0.8836572959673599,0.8974879074494725,0.8878666777494729,0.005798749581906304,6,0.906570606697721,0.9124993578551527,0.9102268256217502,0.9040837894482092,0.9140280812357181,0.9094817321717101,0.003686270635696068
1.3394205570220947,0.01924311666917274,1.0244582653045655,0.02443650136669882,128,{'SVM__max_iter': 128},0.9521817710396696,0.9456463360222521,0.9413940190023298,0.9467487914283569,0.9499432678222888,0.9471840976316662,0.0037072901571046043,5,0.9645007108536097,0.9702935193085868,0.9680753114445839,0.9697536647052042,0.9696619074470185,0.9684570227518007,0.00211205371356925
1.5945561885833741,0.014546816698814405,1.0497780799865724,0.014006145173102945,256,{'SVM__max_iter': 256},0.9572477758991771,0.9475424191238236,0.9470972561737945,0.9514087796502685,0.9509319059765752,0.9508488189149241,0.0036449979055699243,4,0.9684146736779152,0.9706655386060425,0.9704392155770056,0.9717667170920639,0.9697237723065958,0.9702019834519244,0.001108396675784383
1.8199423789978026,0.012490078022451627,1.0773286819458008,0.021736855183464476,512,{'SVM__max_iter': 512},0.957533905123791,0.9478583974982506,0.9467720002665906,0.9523601680214092,0.9515729316176009,0.9512222889736278,0.003808541433880886,1,0.9685707571619703,0.9708303286622539,0.9704433314700162,0.9716702068340333,0.9698052113738383,0.9702639671004224,0.0010399869130458036
1.9198804378509522,0.02575699843176677,1.0615644454956055,0.0156560041552016,1024,{'SVM__max_iter': 1024},0.957533905123791,0.9478583974982506,0.9467720002665906,0.9523601680214092,0.9515729316176009,0.9512222889736278,0.003808541433880886,1,0.9684890978446421,0.9708303286622539,0.9704433314700162,0.971833353929392,0.9698052113738383,0.9702802646560285,0.0011113236841656237
1.9378085613250733,0.03187688333805078,1.067953634262085,0.03479290387950856,2048,{'SVM__max_iter': 2048},0.957533905123791,0.9478583974982506,0.9467720002665906,0.9523601680214092,0.9515729316176009,0.9512222889736278,0.003808541433880886,1,0.9684890978446421,0.9708303286622539,0.9704433314700162,0.971833353929392,0.9698052113738383,0.9702802646560285,0.0011113236841656237
