,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
292,0.21781749725341798,0.1410014731556048,0.0009975433349609375,3.9895058943465975e-07,0.0001,"(50, 50)",9,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 9}",0.5,0.4999999999999999,0.8606400161518273,0.4999999999999999,0.9007550420593898,0.6521545535546474,0.18690179138697274,137,0.5,0.5,0.8843226048730921,0.4999999999999999,0.8886266248669589,0.6545898459480102,0.18933801299304653
293,0.38257689476013185,0.061322048325740154,0.001198577880859375,0.00040171155944280617,0.0001,"(50, 50)",10,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 10}",0.9168495881748796,0.8874217645871189,0.8567030082778115,0.8644861699979809,0.91133069828722,0.8873599598059612,0.024115370124656543,77,0.8965848806366049,0.8971547858357817,0.8805297223265369,0.8729461662506348,0.8940633401766483,0.8882557790452413,0.009760842359282164
294,0.4360337257385254,0.08946994507203813,0.0007976531982421875,0.000398827311753704,0.0001,"(50, 50)",15,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 15}",0.9062166461928831,0.8822935594589137,0.8880173632142137,0.8952957803351503,0.879497314279923,0.8902724306253821,0.009638644747512333,71,0.8878015662498421,0.9033135258123661,0.9118602133910623,0.8992732333384876,0.88243264715229,0.8969362371888095,0.010608041892713346
295,0.3404892921447754,0.12131655556612289,0.0009976863861083985,5.761645304486548e-07,0.0001,"(50, 50)",20,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 20}",0.9029693698773587,0.4999999999999999,0.8939228750252373,0.8927316777710477,0.8848383500557413,0.8148980852973744,0.1575540732915037,100,0.880365037261589,0.5,0.9098897700413087,0.9006538690936403,0.8822608286632332,0.8146339010119542,0.15770960070682533
296,0.38437185287475584,0.127620286802133,0.0009973526000976562,1.784161275279017e-07,0.0001,"(50, 50)",25,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 25}",0.9147803934994059,0.8762971936200281,0.5,0.8925499697153239,0.8938127090301002,0.8154945648762228,0.15822041937401535,98,0.8978558797524315,0.9078221299343922,0.5021427466919967,0.9099184872650157,0.9014707662663244,0.8238420019820321,0.16090774574932537
297,0.48171167373657225,0.09000834583344633,0.0011976242065429687,0.00039789840597445543,0.0001,"(50, 50)",30,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 30}",0.9061159554544173,0.8952049263072883,0.899737532808399,0.9017968907732686,0.9149640214857607,0.9035611175192332,0.006692083004564391,55,0.8817718201338891,0.9213214340939717,0.921025425788067,0.9077249331772292,0.9107193299268086,0.9085125886239931,0.014430498424449021
298,0.4555814743041992,0.09337600372447767,0.0009974002838134765,2.4314019744838644e-07,0.0001,"(50, 50)",35,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 35}",0.9113317357069496,0.8937411669695133,0.908893599838482,0.9049565919644659,0.9221749265227527,0.9082162367498687,0.009218195284564428,43,0.8924845269672856,0.9240318982084871,0.926837350062957,0.9071837239612094,0.9065320030063506,0.911413900441258,0.01262652099052882
299,0.3452822208404541,0.14448770030500035,0.0009983539581298827,2.0487357195797763e-06,0.0001,"(50, 50)",40,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 40}",0.9258009948244962,0.4999999999999999,0.9003331314354936,0.913517060367454,0.5,0.748062473659285,0.20257148869276445,114,0.9092569786535304,0.503448275862069,0.9243765048929731,0.9208531224458238,0.5,0.7515869763708792,0.2040764074377073
300,0.4083075046539307,0.021973865777284374,0.0011973857879638671,0.0003987312602015998,0.0001,"(50, 50)",45,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 45}",0.9343647421310187,0.8983646274984857,0.8943367655966082,0.9154855643044619,0.9128813215769735,0.911093276091247,0.014196376593941544,28,0.9196728558797524,0.9204113190041749,0.9211999381475182,0.9239810908126973,0.9098602374815256,0.9190250882651336,0.0048089013650225625
301,0.42685809135437014,0.02718208566132641,0.000997638702392578,4.422005889652111e-07,0.0001,"(50, 50)",50,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 50}",0.9284592303199951,0.8949323642237028,0.905370482535837,0.9041792852816474,0.9162460727678118,0.9098412799318709,0.011510395065925022,33,0.9135720601237844,0.9201904172833506,0.9225783648854626,0.9146479931078664,0.9152269643424618,0.9172431599485851,0.0035050719562593835
302,0.42645964622497556,0.05854512894438239,0.0009975433349609375,2.132480599880018e-07,0.0001,"(50, 50)",55,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 55}",0.9179269790764645,0.8950232182515647,0.8931455683424188,0.9076115485564304,0.916940306070741,0.9061298304797121,0.010490158450429863,49,0.9074649488442591,0.9228257748127858,0.9134639598842476,0.9133910623163752,0.9147814973240453,0.9143854486363427,0.0049219350579540865
303,0.4332408905029297,0.01829837958949754,0.0012018203735351563,0.0003967650045982468,0.0001,"(50, 50)",60,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50, 50), 'ica__n_components': 60}",0.9211742553919892,0.9036745406824147,0.8988693720977186,0.9077024025842924,0.916940306070741,0.9096734902565247,0.008268000353142655,35,0.9069723380068206,0.9234641807859685,0.9197707040137842,0.915779009918487,0.9170469792733307,0.9166066423996782,0.005490643165199486
304,0.06622233390808105,0.0013522197416729457,0.0007978439331054688,0.00039892233703326145,0.0001,"(50,)",2,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 2}",0.5,0.4999999999999999,0.5,0.4999999999999999,0.5,0.5,7.021666937153402e-17,242,0.5,0.5,0.5,0.4999999999999999,0.5,0.5,4.965068306494546e-17
305,0.06003913879394531,0.0007464548993991759,0.000798177719116211,0.00039908892721376917,0.0001,"(50,)",3,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 3}",0.5,0.4999999999999999,0.5,0.4999999999999999,0.5,0.5,7.021666937153402e-17,242,0.5,0.5,0.5,0.4999999999999999,0.5,0.5,4.965068306494546e-17
306,0.07958741188049316,0.001465940556893624,0.00079803466796875,0.0003990175049345624,0.0001,"(50,)",4,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 4}",0.5019685039370079,0.4999999999999999,0.5,0.4999999999999999,0.5019762845849802,0.5007889552880472,0.000966272075370337,214,0.5019704433497537,0.5,0.5,0.5024630541871921,0.5021636519089823,0.5013194298891857,0.0010886869471518296
307,0.07340359687805176,0.0031916201783372196,0.0003990650177001953,0.0004887528395952576,0.0001,"(50,)",5,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 5}",0.6662454437440845,0.5007773066828184,0.6894306480920654,0.7400262467191601,0.6292034052903617,0.6451481138443482,0.08062922587932844,149,0.6527977769357081,0.4996045859197243,0.673343789348119,0.7432525569374184,0.6454867538979153,0.6428970926077769,0.07954331264401918
