,0,1,2,3,4,5,6,7,8,9
2,0.9641499402325132,0.965784255942234,0.9691048517068355,0.9613337776659917,0.9658884639383245,0.9629870323355713,0.9676802513080994,0.967818520917606,0.9677795355372475,0.9677361061787907
3,0.9393796635775574,0.9493862650290213,0.9521747591611124,0.9448387379000079,0.9449979256549131,0.9465855866179673,0.948380888105045,0.9522198326106125,0.9513351961750269,0.944750062092307
4,0.9316818094713248,0.9294833485885521,0.9328164730793495,0.9325220504138158,0.930052093263814,0.9331117551982986,0.9325775384935939,0.935860790999153,0.9292555860985237,0.9337658992032584
5,0.9068007217784932,0.9166155206720862,0.9251195325010633,0.9137017178329748,0.9100775857298119,0.9141256105726705,0.9156094198042533,0.9080222890620345,0.9017406970979698,0.9135389947555606
6,0.8872426660055784,0.8935488361022293,0.8868981533414766,0.9005061926474651,0.8986096320728246,0.8996145520866846,0.9006235357830661,0.8927040113564558,0.9018977864524189,0.8937468012578299
7,0.8759692416628523,0.8765075606203662,0.8752663939515093,0.8763452469506546,0.8817092143365765,0.8831914351438134,0.8781253208501678,0.8773937978866109,0.8709368215036137,0.8879995802601672
8,0.8627155442261707,0.8529618652468121,0.8510666058065722,0.8612832525415941,0.8590181107240176,0.862140974405269,0.8588970536460695,0.8568725981027174,0.858141222694148,0.8522371088183689
9,0.8438768759751675,0.8327215343242785,0.8439218852910126,0.8380401359126248,0.8394688312225994,0.8551152680636819,0.8455807784345377,0.826143896817957,0.8468485785830723,0.8291317840881031
10,0.8258610831394178,0.829343768603632,0.8247621252193617,0.8134496472094975,0.8245951266673252,0.8324328787961816,0.8311755530566574,0.8310166138684363,0.8248376237683301,0.8300364852354941
15,0.7487448343342905,0.7326950477095746,0.7231860945512137,0.7450317465477433,0.7230735856570968,0.748923312904612,0.7525747858299457,0.7403690085624008,0.7338076052563258,0.7389583220856378
20,0.6344372061407231,0.6557285228479565,0.6548222784040638,0.6561499663247731,0.6426003166858458,0.6595706976917033,0.652838363571096,0.6638047572011663,0.6342520221670968,0.6559532969254777
25,0.5405194426971859,0.5711487142088544,0.5515539237688867,0.5468790728385541,0.5612856266669225,0.5634054242961709,0.5615117587520768,0.5607348716746928,0.5698931086531274,0.5606849530042398
30,0.4853797979763954,0.465036902234841,0.4669885569123562,0.4565218651708634,0.4747297850377952,0.49020629471381005,0.4772215533095169,0.46730426802804187,0.47275121968298245,0.47034877996204255
35,0.3893172927951426,0.3703344527108282,0.398813717137368,0.39357309151034625,0.38061422091545694,0.3927700417672598,0.38517832164757126,0.4077923318291052,0.4076480348569218,0.3978236149867812
40,0.29381749925354944,0.30477547138626654,0.305477874720555,0.296822144538735,0.2986574426700154,0.30069085794586387,0.30249917944846655,0.2967924181965417,0.2931073178781785,0.2842092970180174
45,0.19710122719286532,0.21563725785615026,0.21644123785764666,0.22260047313425055,0.19744692606865108,0.2084639647977173,0.21802712442018118,0.2116256428858923,0.19216273904035738,0.21093634106408665
50,0.11646241274510598,0.11975334384863114,0.11005646062979373,0.12695597611412276,0.11477492361283552,0.11267538371835177,0.12856769113471536,0.12271153203663074,0.10926029431777594,0.11596700022310018
55,0.03325108786627339,0.03500267572399351,0.0360786692139266,0.03171950164384341,0.03352631335785166,0.033507650294452,0.03739691214574885,0.03357542164890101,0.03437228571857301,0.028835013082243295
60,1.9966654039138823e-29,1.9053572066956587e-29,2.0464586721116118e-29,2.0020268838135575e-29,2.2824403242600676e-29,4.913188426594092e-29,2.6624462868487826e-29,1.9984202356788657e-29,1.9866209514184133e-29,2.3281954427887014e-28
