,train,test
0.1,0.035098459804430604,0.1804563734214753
0.2,0.08478157741483301,0.25771627981448547
0.3,0.17874197339406236,0.31517903780331835
0.4,0.2863816894008778,0.3327689654077403
0.5,0.4260455993935466,0.3130278322147205
0.6,0.5809535688022152,0.2831530208000913
0.7,0.7938567924080416,0.2471918903873302
0.8,1.0093544450006449,0.18149445180315524
0.9,1.1681918381829746,0.08199139140779152
