mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__C,param_SVM__class_weight,param_SVM__max_iter,param_SVM__tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.04048895835876465,0.004013958238023989,0.029531240463256836,0.0545831420546566,0.001,balanced,-1,1e-08,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__tol': 1e-08}",0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.03846153846153846,0.03846153846153846,5.378202334634297e-18,101,0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.038461538461538464,0.038461538461538464,3.103167691559091e-18
0.041887855529785155,0.005277007314901466,0.001795196533203125,0.0003987075145796289,0.001,balanced,-1,0.01000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__tol': 0.01000001}",0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.03846153846153846,0.03846153846153846,5.378202334634297e-18,101,0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.038461538461538464,0.038461538461538464,3.103167691559091e-18
0.03829798698425293,0.0004886374580574859,0.00199432373046875,9.702200865447905e-07,0.001,balanced,-1,0.020000010000000002,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__tol': 0.020000010000000002}",0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.03846153846153846,0.03846153846153846,5.378202334634297e-18,101,0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.038461538461538464,0.038461538461538464,3.103167691559091e-18
0.03929533958435059,0.0014926677798801774,0.001795196533203125,0.00039906531682722867,0.001,balanced,-1,0.03000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__tol': 0.03000001}",0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.03846153846153846,0.03846153846153846,5.378202334634297e-18,101,0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.038461538461538464,0.038461538461538464,3.103167691559091e-18
0.04148950576782227,0.003191474133428377,0.0019949913024902345,4.422005889652111e-07,0.001,balanced,-1,0.04000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__tol': 0.04000001}",0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.03846153846153846,0.03846153846153846,5.378202334634297e-18,101,0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.038461538461538464,0.038461538461538464,3.103167691559091e-18
0.039295196533203125,0.0016208220235154123,0.0017948150634765625,0.00039851697946843915,0.001,balanced,-1,0.050000010000000004,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__tol': 0.050000010000000004}",0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.03846153846153846,0.03846153846153846,5.378202334634297e-18,101,0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.038461538461538464,0.038461538461538464,3.103167691559091e-18
0.048272132873535156,0.007715451889398104,0.0021934032440185545,0.00039877938579917937,0.001,balanced,-1,0.06000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__tol': 0.06000001}",0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.03846153846153846,0.03846153846153846,5.378202334634297e-18,101,0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.038461538461538464,0.038461538461538464,3.103167691559091e-18
0.04188847541809082,0.006616048200796986,0.0017948627471923828,0.0007454099953100234,0.001,balanced,-1,0.07000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__tol': 0.07000001}",0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.03846153846153846,0.03846153846153846,5.378202334634297e-18,101,0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.038461538461538464,0.038461538461538464,3.103167691559091e-18
0.04867033958435059,0.01102254980614392,0.0019945144653320313,5.761645304486548e-07,0.001,balanced,-1,0.08000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__tol': 0.08000001}",0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.03846153846153846,0.03846153846153846,5.378202334634297e-18,101,0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.038461538461538464,0.038461538461538464,3.103167691559091e-18
0.038891172409057616,0.0014125614640515672,0.001595783233642578,0.00048826638120870935,0.001,balanced,-1,0.09000000999999999,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__max_iter': -1, 'SVM__tol': 0.09000000999999999}",0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.03846153846153846,0.03846153846153846,5.378202334634297e-18,101,0.038461538461538464,0.038461538461538464,0.03846153846153846,0.038461538461538464,0.038461538461538464,0.038461538461538464,3.103167691559091e-18
