mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.02013716697692871,0.0004037599764876387,0.0023935317993164064,0.0004886752593406662,1,{'MLP__max_iter': 1},0.9016346504242804,0.903930601866005,0.9153129006495708,0.8920455354642082,0.902279384188864,0.9030422071244157,0.007413493100088179,22,0.9060706014332318,0.9015001204683953,0.9025254354273101,0.9064792365261414,0.9011218643498168,0.9035394516409789,0.00228389506174406
0.03710064888000488,0.002985245907092147,0.0024003982543945312,0.0004970004642032054,2,{'MLP__max_iter': 2},0.9110372032049371,0.9184825497486795,0.92953781184015,0.9063845544009229,0.9161543610461005,0.9163200373289407,0.00782340365075798,21,0.916431174393936,0.9155802531406986,0.9150093989056788,0.9214086188082947,0.9163333383199898,0.9169525567137196,0.002287830400038509
0.06901044845581054,0.004112927203304702,0.002592945098876953,0.0004885387300577005,4,{'MLP__max_iter': 4},0.9445300261714443,0.9447983392223634,0.9501624519220515,0.9254981034801971,0.9416019064889936,0.9413210502364622,0.008377030802513506,20,0.9413023898661043,0.9420334383517435,0.9394812272306583,0.9441036319989882,0.9422056415078998,0.9418252657910788,0.001493110182401838
0.13045139312744142,0.0023093273953216057,0.0021942138671875,0.00039885048017148766,8,{'MLP__max_iter': 8},0.9806754882891069,0.9735953418599855,0.992134530572006,0.9790480847286244,0.9758531965497107,0.9802622570866709,0.006426495755282099,19,0.9799731758193411,0.9809318385966515,0.9813447355014882,0.979850403274841,0.9813770606801514,0.9806954427744946,0.0006599739858287632
0.2575125217437744,0.005062323530783768,0.0021943092346191407,0.0003991604563355624,16,{'MLP__max_iter': 16},0.9960683675739118,0.9961217714013522,0.9984051036682614,0.9968608918152947,0.9944089456869011,0.9963731962947392,0.0012945361854551586,18,0.9968490185219662,0.9968492254311895,0.9962506619834641,0.9960662688104944,0.9968640350649818,0.9965758419624192,0.000345782022066852
0.5032553672790527,0.007532295178881812,0.0021942615509033202,0.00039894604707137513,32,{'MLP__max_iter': 32},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.8539182186126709,0.017565033059280144,0.0021941661834716797,0.00039887429708787493,64,{'MLP__max_iter': 64},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.8479342937469483,0.013578069654770005,0.0019948482513427734,3.371747880871523e-07,128,{'MLP__max_iter': 128},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.8638916015625,0.04415173375566327,0.0019947052001953124,0.0006307510223045008,256,{'MLP__max_iter': 256},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.848931360244751,0.017721905772842574,0.001795053482055664,0.00039887441109554326,512,{'MLP__max_iter': 512},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.9353007316589356,0.15383105985521095,0.0021945953369140623,0.0003990178183430491,1024,{'MLP__max_iter': 1024},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.9787840843200684,0.08484397309630143,0.0017951488494873046,0.0003984459568396742,2048,{'MLP__max_iter': 2048},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.8952046394348144,0.04726648524468359,0.001994466781616211,2.86102294921875e-07,2100,{'MLP__max_iter': 2100},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.8836389064788819,0.047798163532734576,0.0017956733703613282,0.00039966150150208015,2200,{'MLP__max_iter': 2200},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.8535195350646972,0.01616062738924686,0.0017953872680664062,0.0003986835622314115,2300,{'MLP__max_iter': 2300},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.8451416969299317,0.016467443208181415,0.0017952919006347656,0.0003989935597982996,2400,{'MLP__max_iter': 2400},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.8710727691650391,0.04786655710290582,0.0019947052001953124,2.431401974483864e-07,2500,{'MLP__max_iter': 2500},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.9207382202148438,0.05603435039661778,0.0021889209747314453,0.0004018731970109538,2600,{'MLP__max_iter': 2600},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.8555140972137452,0.02298098666400172,0.0019946575164794924,5.519789172549355e-07,2700,{'MLP__max_iter': 2700},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.8561129093170166,0.016612068403525766,0.0019947052001953124,1.9073486328125e-07,2800,{'MLP__max_iter': 2800},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
