mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.004194831848144532,0.00039401818133821695,0.0011912822723388673,0.00040164542112352484,1,{'SVM__max_iter': 1},0.5,0.5,0.4999999999999999,0.5,0.5,0.5,4.965450278900119e-17,6,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0.004587888717651367,0.0004894898681712535,0.0011974334716796874,0.0003983517311801873,2,{'SVM__max_iter': 2},0.5,0.5,0.4999999999999999,0.5,0.5,0.5,4.965450278900119e-17,6,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0.005185079574584961,0.00040001685321370227,0.001384735107421875,0.0004925043930108738,4,{'SVM__max_iter': 4},0.5,0.5037147102526003,0.4999999999999999,0.5014858841010401,0.5037147102526003,0.501782535065973,0.0016679994668260896,5,0.5,0.5053843297437802,0.5,0.5053843297437802,0.5035276643148905,0.5028592647604901,0.0024310267067706014
0.007580423355102539,0.0012004298945754177,0.0023824214935302735,0.00048239736330943193,8,{'SVM__max_iter': 8},0.5,0.5,0.4999999999999999,0.5,0.5,0.5,4.965450278900119e-17,6,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0.009380578994750977,0.0005002149520275937,0.0027917861938476563,0.000401878588902244,16,{'SVM__max_iter': 16},0.5,0.5,0.4999999999999999,0.5,0.5,0.5,4.965450278900119e-17,6,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0.01614832878112793,0.0009844389686656655,0.003997707366943359,0.0006409369657025319,32,{'SVM__max_iter': 32},0.5,0.5,0.4999999999999999,0.5,0.5,0.5,4.965450278900119e-17,6,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0.02714095115661621,0.0009725837545816416,0.00617060661315918,0.00039926496971422643,64,{'SVM__max_iter': 64},0.5,0.5,0.4999999999999999,0.5,0.5,0.5,4.965450278900119e-17,6,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0.05464701652526856,0.0075962084337519884,0.01196894645690918,0.001099986355589476,128,{'SVM__max_iter': 128},0.5,0.5,0.4999999999999999,0.5,0.5,0.5,4.965450278900119e-17,6,0.5,0.5,0.5,0.5,0.5,0.5,0.0
0.09955048561096191,0.004115729950270013,0.02133626937866211,0.0007962264847787643,256,{'SVM__max_iter': 256},1.0,1.0,1.0,0.9992570579494798,0.99925705794948,0.9997030060859747,0.000363928402999659,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.16376500129699706,0.0019308201670266071,0.033905315399169925,0.0006304979824708778,512,{'SVM__max_iter': 512},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.25931491851806643,0.011574018443910606,0.04527535438537598,0.0007994684358994859,1024,{'SVM__max_iter': 1024},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.28464274406433104,0.002643778059063921,0.055841064453125,0.001779449625540182,2048,{'SVM__max_iter': 2048},1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
