mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNN__metric,param_KNN__n_neighbors,param_KNN__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.030728578567504883,0.031601493993831616,0.10516271591186524,0.009479408438087887,manhattan,1,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 1, 'KNN__weights': 'uniform'}",0.904553888974795,0.8682619452605536,0.8992964280191743,0.9104221431884953,0.898090304623473,0.8961249420132983,0.014599484032267615,2,1.0,0.9992886964589454,0.9994394618834082,0.9995689655172414,0.9997197309417042,0.9996033709602598,0.00024410006235481223
0.014583778381347657,0.0024180053152728347,0.13005418777465821,0.0022412775856452886,manhattan,4,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 4, 'KNN__weights': 'uniform'}",0.8946497603216328,0.8540436059996905,0.8930106695531158,0.8720658728931497,0.8682696768207824,0.8764079171176743,0.015450973735464188,11,0.9126488325344055,0.9240490180918508,0.9224756455852792,0.9167639554662133,0.9133156796041442,0.9178506262563786,0.0046608179026759134
0.012584161758422852,0.0022319225101680436,0.14321727752685548,0.008332399277705805,manhattan,7,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 7, 'KNN__weights': 'uniform'}",0.9091309726302768,0.8912865316220813,0.9010282975104377,0.8818926859440235,0.8781815370341735,0.8923040049481986,0.011559714853264944,3,0.9235097417658885,0.9199725529611875,0.9219344363692595,0.9144773465285295,0.9156196845523428,0.9191027524354416,0.003513479286868648
0.012965536117553711,0.001994206666839791,0.13942995071411132,0.0017131748562491027,manhattan,10,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 10, 'KNN__weights': 'uniform'}",0.8991340652543682,0.8618060924694603,0.8721509200556674,0.8904283284366784,0.8555976496056903,0.8758234111643729,0.016587610120817615,12,0.8935750734498222,0.8991340652543682,0.8981212308643886,0.8890482449358281,0.8992423070975724,0.8958241843203959,0.0039720813736292965
0.01475386619567871,0.0027788721402402378,0.14643139839172364,0.0068357291506517415,manhattan,13,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 13, 'KNN__weights': 'uniform'}",0.9049095407453225,0.8692206587289315,0.8831838565022423,0.8962038039276325,0.85964898716561,0.8826333694139478,0.01666655437315704,7,0.8987900108241844,0.9043277408381011,0.9004696922839028,0.8951252512757073,0.8999961342198857,0.8997417658883563,0.002961208915158929
0.013766860961914063,0.0016983776264202432,0.14940009117126465,0.004681498166210797,manhattan,16,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 16, 'KNN__weights': 'uniform'}",0.8818076387815061,0.8531003556517707,0.873875057986702,0.8731019019638162,0.8537884645121384,0.8671346837791867,0.01158809631071914,19,0.8809668316066184,0.8871733415803308,0.8826909695376528,0.8772808102675121,0.8815486315138397,0.8819321169011907,0.0031862135397309477
0.01276555061340332,0.0017207110409741954,0.15638308525085448,0.013103869081858534,manhattan,19,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 19, 'KNN__weights': 'uniform'}",0.8779263955466211,0.8599969073759084,0.8687026441935982,0.8760321632905519,0.8595639400030926,0.8684444100819544,0.007717146917784627,17,0.8845871346837793,0.8892202721509201,0.8815698933044689,0.8830350239678368,0.8857507344982217,0.8848326117210454,0.0026088858025615645
0.013164663314819336,0.0014663212202662757,0.14722027778625488,0.0025008839528657817,manhattan,22,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 22, 'KNN__weights': 'uniform'}",0.8657723828668625,0.8490490180918508,0.8594788928405753,0.8638781506107933,0.8417194989948971,0.8559795886809959,0.00918601322308588,31,0.8694584042059689,0.8740490180918508,0.8674539972166384,0.8666131900417505,0.8710105149219113,0.8697170248956239,0.002655607321776019
0.012579870223999024,0.0017444361956668183,0.14959874153137206,0.002092601222085314,manhattan,25,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 25, 'KNN__weights': 'uniform'}",0.8715478583578166,0.8490490180918508,0.8549095407453224,0.8656873357043452,0.8514612648832534,0.8585310035565178,0.008644719138079616,30,0.8701697077470234,0.8747815834235347,0.8689616514612648,0.8652331065408999,0.8760534250811814,0.8710398948507809,0.003947931873880311
0.012759780883789063,0.0015976266393330839,0.15021190643310547,0.001740512269548496,manhattan,28,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 28, 'KNN__weights': 'uniform'}",0.8565486315138394,0.8335317767125405,0.8502551414875523,0.856463584351322,0.8318926859440235,0.8457383640018554,0.010890335974737946,44,0.8503421215401268,0.8632518942322559,0.8631436523890522,0.8490915416731097,0.8599331220040206,0.8571524663677131,0.006199817410012606
0.013363075256347657,0.00205869804897754,0.154194974899292,0.005970985228670598,manhattan,31,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 31, 'KNN__weights': 'uniform'}",0.8565486315138394,0.8381011288077933,0.8462888510901501,0.8645662594711613,0.8353409618060924,0.8481691665378073,0.011032170199050341,40,0.8537691356115664,0.8618718107314055,0.8629928869645896,0.850858203185403,0.8595446111025207,0.857807329519097,0.004712229359491605
