C,cache_size,class_weight,coef0,decision_function_shape,degree,gamma,kernel,max_iter,probability,random_state,shrinking,tol,verbose
0.251,200,balanced,0.0,ovo,3,0.24545454545454548,rbf,-1,False,,True,1e-08,False
