,train,test
0.1,0.283810744999937,0.04750893740056199
0.2,0.36010565319884336,0.04269736899950658
0.3,0.44518516799944335,0.037050773001101336
0.4,0.5382571477995952,0.03224066379989381
0.5,0.6269952075999754,0.0268701252003666
0.6,0.7237355785990076,0.023708410599647324
0.7,0.6558939356000337,0.013988052199420054
0.8,0.8584214835995226,0.01215885299970978
0.9,1.0665156920003938,0.008895321800082456
