param_Boost__n_estimators,train acc,test acc
1,0.9571383651198151,0.959912693428952
2,0.9571383651198151,0.959912693428952
5,0.9222789658474307,0.9252873563218391
10,0.9797318863708905,0.9814814814814815
20,0.9902649218001914,0.9929757343550448
30,0.9902649218001914,0.9929757343550448
40,0.9934567507181616,0.9955300127713921
50,1.0,1.0
60,1.0,1.0
70,1.0,1.0
80,1.0,1.0
90,1.0,1.0
100,1.0,1.0
