param_SVM__max_iter,train acc,test acc
1,0.6065801553963625,0.6113082941242496
2,0.32814969317288095,0.3267542462603483
4,0.358376578537672,0.35585163343374504
8,0.7073716360389536,0.7021664345974281
16,0.8811726472209753,0.8721685277709523
32,0.9948169287930088,0.9926951277594246
64,1.0,1.0
128,1.0,1.0
256,1.0,1.0
512,1.0,1.0
1024,1.0,1.0
2048,1.0,1.0
