param_SVM__max_iter,train acc,test acc
1,0.49999999999999994,0.5
2,0.49999999999999994,0.5
4,0.49999999999999994,0.5
8,0.49953456007422287,0.5
16,0.49953456007422287,0.5
32,0.48088294417813504,0.4693563197962024
64,0.544000309262409,0.5268669095648567
128,0.5092995206432657,0.507249918540241
256,0.6789979897943405,0.6517817470896649
512,0.9179867017164063,0.89940460321692
1024,0.9454414720890676,0.9373722562872123
2048,0.9459935054894079,0.9373722562872123
