,train,test
0.1,0.04529537239977799,0.0040948400001070695
0.2,0.07101196400035406,0.003855468599795131
0.3,0.10230929159952211,0.0030029361998458624
0.4,0.13579035399998246,0.0021862144003534922
0.5,0.17528895800023747,0.002018099999986589
0.6,0.21407798099971842,0.0018693135996727505
0.7,0.2484194529995875,0.0013936343999375821
0.8,0.27533187979970536,0.0011071471999457572
0.9,0.3492090062005445,0.00063409359936486
