,train,test
0.1,0.008945865200075787,0.0032199166002101266
0.2,0.024415511600091123,0.003290516999550164
0.3,0.03224095560144633,0.002890908400877379
0.4,0.039625218600849624,0.0026201021988526917
0.5,0.05922952619876014,0.0018903188014519402
0.6,0.08390431979933055,0.0008628894007415511
0.7,0.078717503399821,0.0007467043993528933
0.8,0.10794604120019358,0.0005287759995553643
0.9,0.13518164200213506,0.00035446220135781914
