mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.07559151649475097,0.01607278105502802,0.0009958744049072266,3.3818479969972885e-06,1,{'Boost__n_estimators': 1},0.8934359053657028,0.8842121540126796,0.8998994897170249,0.928096489871656,0.9221431884954383,0.9055574454925003,0.016838414767705194,12,0.9395836554816763,0.9279012679758776,0.9382248337714553,0.9316298128962426,0.9562857584660585,0.938725065718262,0.009765884991554811
0.14184188842773438,0.003355988940573446,0.0009862422943115235,8.648516882899958e-06,2,{'Boost__n_estimators': 2},0.8934359053657028,0.8842121540126796,0.8742075150765425,0.928096489871656,0.9221431884954383,0.9004190505644037,0.021149237436792312,13,0.9395836554816763,0.9279012679758776,0.9452296273387971,0.9316298128962426,0.9562857584660585,0.9401260244317303,0.010090671054314422
0.37859668731689455,0.005069131005965874,0.0013866901397705078,0.0004913515830082801,5,{'Boost__n_estimators': 5},0.9355961032936446,0.9436137312509664,0.9174037420751509,0.9383562702953455,0.9419746404824494,0.9353888974795113,0.009416304498744442,1,0.9739832998299057,0.990731792175661,0.9835762331838566,0.9819371424153396,0.9861837018710378,0.98328243389516,0.005518701227832705
0.4753268718719482,0.015875820877129316,0.0013947486877441406,0.000475015618144435,10,{'Boost__n_estimators': 10},0.9355961032936446,0.9436137312509664,0.9174037420751509,0.9383562702953455,0.9419746404824494,0.9353888974795113,0.009416304498744442,1,0.9739832998299057,0.990731792175661,0.9835762331838566,0.9819371424153396,0.9861837018710378,0.98328243389516,0.005518701227832705
0.46117405891418456,0.0051886815802581945,0.0017879486083984375,0.00040390799341480366,20,{'Boost__n_estimators': 20},0.9355961032936446,0.9436137312509664,0.9174037420751509,0.9383562702953455,0.9419746404824494,0.9353888974795113,0.009416304498744442,1,0.9739832998299057,0.990731792175661,0.9835762331838566,0.9819371424153396,0.9861837018710378,0.98328243389516,0.005518701227832705
0.4629856586456299,0.003308138302003587,0.0013875007629394532,0.0004828100108688364,30,{'Boost__n_estimators': 30},0.9355961032936446,0.9436137312509664,0.9174037420751509,0.9383562702953455,0.9419746404824494,0.9353888974795113,0.009416304498744442,1,0.9739832998299057,0.990731792175661,0.9835762331838566,0.9819371424153396,0.9861837018710378,0.98328243389516,0.005518701227832705
0.46935439109802246,0.01612880185611963,0.0017920494079589843,0.00039988397093306503,40,{'Boost__n_estimators': 40},0.9355961032936446,0.9436137312509664,0.9174037420751509,0.9383562702953455,0.9419746404824494,0.9353888974795113,0.009416304498744442,1,0.9739832998299057,0.990731792175661,0.9835762331838566,0.9819371424153396,0.9861837018710378,0.98328243389516,0.005518701227832705
0.46295895576477053,0.008626417849232692,0.0009899139404296875,1.270213998090548e-05,50,{'Boost__n_estimators': 50},0.9355961032936446,0.9436137312509664,0.9174037420751509,0.9383562702953455,0.9419746404824494,0.9353888974795113,0.009416304498744442,1,0.9739832998299057,0.990731792175661,0.9835762331838566,0.9819371424153396,0.9861837018710378,0.98328243389516,0.005518701227832705
0.4621692657470703,0.011009998473636096,0.0015934467315673827,0.0007969078946068092,60,{'Boost__n_estimators': 60},0.9355961032936446,0.9436137312509664,0.9174037420751509,0.9383562702953455,0.9419746404824494,0.9353888974795113,0.009416304498744442,1,0.9739832998299057,0.990731792175661,0.9835762331838566,0.9819371424153396,0.9861837018710378,0.98328243389516,0.005518701227832705
0.46137447357177735,0.008421931217582513,0.0009949684143066406,2.6948683072938524e-06,70,{'Boost__n_estimators': 70},0.9355961032936446,0.9436137312509664,0.9174037420751509,0.9383562702953455,0.9419746404824494,0.9353888974795113,0.009416304498744442,1,0.9739832998299057,0.990731792175661,0.9835762331838566,0.9819371424153396,0.9861837018710378,0.98328243389516,0.005518701227832705
0.47355084419250487,0.009966768754095133,0.0015949249267578126,0.0004879581045226173,80,{'Boost__n_estimators': 80},0.9355961032936446,0.9436137312509664,0.9174037420751509,0.9383562702953455,0.9419746404824494,0.9353888974795113,0.009416304498744442,1,0.9739832998299057,0.990731792175661,0.9835762331838566,0.9819371424153396,0.9861837018710378,0.98328243389516,0.005518701227832705
0.47173333168029785,0.01772370874433137,0.001200246810913086,0.0003979482035499624,90,{'Boost__n_estimators': 90},0.9355961032936446,0.9436137312509664,0.9174037420751509,0.9383562702953455,0.9419746404824494,0.9353888974795113,0.009416304498744442,1,0.9739832998299057,0.990731792175661,0.9835762331838566,0.9819371424153396,0.9861837018710378,0.98328243389516,0.005518701227832705
0.4617717742919922,0.008531956046986573,0.0015851497650146485,0.000787103740053034,100,{'Boost__n_estimators': 100},0.9355961032936446,0.9436137312509664,0.9174037420751509,0.9383562702953455,0.9419746404824494,0.9353888974795113,0.009416304498744442,1,0.9739832998299057,0.990731792175661,0.9835762331838566,0.9819371424153396,0.9861837018710378,0.98328243389516,0.005518701227832705
