mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__activation,param_MLP__alpha,param_MLP__hidden_layer_sizes,param_MLP__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.05045762062072754,0.008807863533645688,0.0014011383056640625,0.0004915068578725024,relu,10.0,"(57,)",1e-06,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 1e-06}",0.49174269367558365,0.4754445647131591,0.48371733415803303,0.4837250657182619,0.5193289005721354,0.49079171176743464,0.015170990337581899,3360,0.49273233338487715,0.4961574145662594,0.4975587598577393,0.49023117365084273,0.48811852481830836,0.4929596412556053,0.00353016313392531
0.1334432601928711,0.04293958706316428,0.0013959407806396484,0.00048764401909780225,relu,10.0,"(57,)",0.001,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 0.001}",0.8657646513066335,0.8700788619143343,0.8910236585743003,0.8992191124168857,0.8937838255760012,0.883974021957631,0.013438742937515935,2797,0.8812413019947426,0.8773619916499149,0.897837096025978,0.8785043296737283,0.9035913097263027,0.8877072058141332,0.010848444407908603
0.08596992492675781,0.01187447916076557,0.0013967514038085937,0.0004892206004018284,relu,10.0,"(57,)",0.002,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 0.002}",0.8980052574609555,0.8815447657337249,0.8846451213854956,0.9061156641410235,0.8966290397402195,0.8933879696922837,0.00906109225087535,2765,0.9047336477501161,0.9011133446729549,0.8918026132673573,0.8791073913715788,0.902017937219731,0.8957549868563477,0.00939485592866364
0.07220754623413086,0.011674694206980816,0.0011972427368164063,0.00039808796916700477,relu,10.0,"(57,)",0.004,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 0.004}",0.89972939539199,0.8873202412246791,0.8961960723674037,0.9124942013298283,0.8903355497139323,0.8972150920055667,0.008786893403280791,2724,0.9074280964898718,0.9070395855883716,0.9034192825112107,0.8923186949126334,0.9028162208133602,0.9026043760630895,0.005467056790178146
0.06602325439453124,0.008795192319082316,0.000998067855834961,6.289914111267529e-07,relu,10.0,"(57,)",0.008,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 0.008}",0.908265037884645,0.8930957167156331,0.9001623627648061,0.9256842430802537,0.890335549713932,0.9035085820318539,0.012708560446714597,2528,0.9102075923921448,0.9088275088912943,0.9115006958404206,0.9002493428173807,0.9026654553888976,0.9066901190660277,0.004421859770878589
0.04647593498229981,0.006231915916376296,0.000997304916381836,4.523674478771752e-07,relu,10.0,"(57,)",0.016,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 0.016}",0.911713313746714,0.9091309726302768,0.9007654244626566,0.9223210143807019,0.8707669707747022,0.9029395391990104,0.017497173953926852,2536,0.9114137157878461,0.914129426318231,0.9064365238905212,0.9011326735735272,0.8898001391680842,0.9045824957476419,0.008621672807409612
0.05724692344665527,0.015776449195459685,0.000997781753540039,1.1384331117928812e-06,relu,10.0,"(57,)",0.032,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 0.032}",0.9083500850471624,0.8976650688108859,0.8990412865316221,0.932232874594093,0.880593783825576,0.9035766197618678,0.016897889463890307,2526,0.9113924539972167,0.9113711922065871,0.9039353641564868,0.8992558373279728,0.893872738518633,0.9039655172413793,0.006841777367133601
0.06323037147521973,0.02004244759977494,0.0005987644195556641,0.0004888900392634781,relu,10.0,"(57,)",0.064,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 0.064}",0.8874052883871965,0.889817535178599,0.8974021957631051,0.9212849853100353,0.8955930106695531,0.8983006030616978,0.012058941430652404,2715,0.8941510746868719,0.9061098654708519,0.9078784598732025,0.8943211690119065,0.9113479975259008,0.9027617133137467,0.007162421105557424
0.05106310844421387,0.012809340651283427,0.000798177719116211,0.00039908938299899416,relu,10.0,"(57,)",0.128,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 0.128}",0.9042987474872429,0.8775784753363228,0.8796428019174272,0.8814597185712076,0.8611102520488633,0.8808179990722128,0.013798755343650985,2806,0.9020353332302461,0.8821458945415186,0.8872970465439927,0.8648832534405443,0.8693443636925933,0.8811411782897789,0.013258618588900794
0.034473085403442384,0.0036403870645656,0.000997161865234375,5.761645304486548e-07,relu,10.0,"(28,)",1e-06,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (28,), 'MLP__learning_rate_init': 1e-06}",0.45663367867635685,0.4873202412246791,0.4371424153394155,0.41618988711922056,0.45170867481057675,0.44979897943404973,0.023443399230628475,3402,0.4424655945569816,0.44061195299211364,0.45210105149219115,0.45550680377300135,0.4486527756301221,0.4478676356888819,0.005634219074466194
