,train,test
0.1,0.004138600400619907,0.002284530200267909
0.2,0.008481928800028982,0.002207146600994747
0.3,0.009356122599274385,0.0009041702003742102
0.4,0.01366269159989315,0.0008217537993914448
0.5,0.01740912280001794,0.0007164366004872135
0.6,0.020067004800512222,0.0006240285991225391
0.7,0.022455247800826326,0.0005037590010033455
0.8,0.02978758140015998,0.0004190091996861156
0.9,0.039984639998874624,0.0003255065996199846
