mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__base_estimator__max_depth,param_Boost__learning_rate,param_Boost__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.03051280975341797,0.005299822770048167,0.00279083251953125,0.0007455119787316174,1,0.01,1,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 1}",0.07081807081807082,0.07107692307692308,0.06953846153846154,0.06799999999999999,0.0716923076923077,0.07022545848595849,0.0013144657275222479,851,0.07007692307692308,0.07001381851681253,0.07039766620604943,0.07078151389528635,0.06986027944111776,0.07022604022723783,0.00032834780463871405
0.045478010177612306,0.00490955946725778,0.0033917903900146486,0.0004885781445373271,1,0.01,2,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 2}",0.07081807081807082,0.07107692307692308,0.06953846153846154,0.06799999999999999,0.0716923076923077,0.07022545848595849,0.0013144657275222479,851,0.07007692307692308,0.07001381851681253,0.07039766620604943,0.07078151389528635,0.06986027944111776,0.07022604022723783,0.00032834780463871405
0.09095454216003418,0.0013265484703703283,0.004587936401367188,0.000487974222147208,1,0.01,5,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 5}",0.07081807081807082,0.07107692307692308,0.06953846153846154,0.06799999999999999,0.0716923076923077,0.07022545848595849,0.0013144657275222479,851,0.07007692307692308,0.07001381851681253,0.07039766620604943,0.07078151389528635,0.06986027944111776,0.07022604022723783,0.00032834780463871405
0.17732591629028321,0.003644948556492915,0.006984233856201172,4.715627790480086e-06,1,0.01,10,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 10}",0.07081807081807082,0.07107692307692308,0.06953846153846154,0.06736427209154482,0.0716923076923077,0.07009851156923884,0.0015353952302833854,865,0.07007692307692309,0.07001381851681253,0.07039766620604943,0.07070221175412852,0.06986027944111776,0.07021017979900626,0.0003019907168318282
0.3492731094360352,0.011339640835502858,0.012182283401489257,0.000733719538585919,1,0.01,20,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 20}",0.07081807081807082,0.07107692307692308,0.06602564102564103,0.06799999999999999,0.0716923076923077,0.06952289438339439,0.002160445372936409,868,0.07007692307692308,0.07001381851681253,0.06982125758059367,0.07078151389528635,0.06986027944111776,0.07011075850214668,0.0003484266171739955
0.4920851230621338,0.010433692897025944,0.01675553321838379,0.001162818484605257,1,0.01,30,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 30}",0.07081807081807082,0.07107692307692308,0.06602564102564103,0.06799999999999999,0.0716923076923077,0.06952289438339439,0.002160445372936409,868,0.07007692307692309,0.07001381851681253,0.06982125758059367,0.07078151389528635,0.06986027944111776,0.07011075850214668,0.00034842661717399517
0.7522008895874024,0.0064117620401391694,0.024131250381469727,0.0026173485647811613,1,0.01,45,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 45}",0.07081807081807082,0.052344499876086935,0.06602564102564103,0.06799999999999999,0.0716923076923077,0.0657705558609769,0.007015368098254643,879,0.07007692307692309,0.051169910964274215,0.06982125758059367,0.07078151389528635,0.06986027944111776,0.06634197699163902,0.007593875733250147
0.9845760822296142,0.0257644234475115,0.03052797317504883,0.000802448420509464,1,0.01,60,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 60}",0.07081807081807082,0.07153321165637883,0.06953846153846154,0.07030257547330718,0.0716923076923077,0.07077665433185673,0.0007959639523736741,848,0.07007692307692309,0.07298690598206688,0.07039766620604943,0.07329204684060191,0.06986027944111776,0.07132276430935182,0.0014962773848267853
1.285963201522827,0.01205987378920471,0.041095542907714847,0.003049600242324689,1,0.01,80,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 80}",0.06467786955591834,0.07713788830583901,0.06953846153846154,0.07435727908455181,0.05308612754766601,0.06776908795337518,0.008470549271210036,877,0.06581093315610274,0.07553684837468988,0.07039766620604944,0.07810784959454899,0.05098693808228317,0.06816804708273484,0.009579317308010626
1.4465370655059815,0.022187413343310862,0.04828462600708008,0.006805557840747517,1,0.01,90,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 90}",0.07222795126020931,0.0894019092511332,0.06953846153846154,0.061418346359522834,0.05308612754766601,0.06915766042258661,0.012142536586201512,873,0.07281111899893805,0.09019699140520104,0.07039766620604943,0.06533987375272944,0.05098693808228317,0.06994651768904023,0.012642610399746526
1.6150899887084962,0.023208254284160675,0.050874948501586914,0.003097877375524003,1,0.01,100,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 100}",0.07168815604871075,0.0894019092511332,0.06953846153846154,0.07030257547330718,0.07469418386491557,0.07512877125624906,0.007356881158171388,839,0.07690494255906327,0.09019699140520104,0.07039766620604943,0.07329204684060191,0.07219657950469056,0.07659764530312124,0.007124222738928318
