,train,test
0.1,0.883328355600679,0.03335991819985793
0.2,0.8610505571996327,0.028485917999933007
0.3,1.1605941688001622,0.026515954400383634
0.4,1.2188263878015277,0.021548525601247093
0.5,1.3238978580004186,0.017569286800426197
0.6,1.6698488758003804,0.013530387601349503
0.7,2.138404257000366,0.00978096659964649
0.8,2.5750581199994484,0.006569801800651476
0.9,2.3199811974001934,0.002571673400234431
