,0,1,2,3,4
639,0.9254072464708973,0.9060912392263653,0.9060912392263653,0.9060912392263653,0.9060912392263653
671,0.9496379493291375,0.9499693637020304,0.9499693637020304,0.9499693637020304,0.9499693637020304
703,0.9330190826563144,0.9456277187893604,0.9456277187893604,0.9456277187893604,0.9456277187893604
735,0.9603100240225635,0.9416809906355884,0.9416809906355884,0.9416809906355884,0.9416809906355884
767,0.9327957491613342,0.965904738459824,0.965904738459824,0.965904738459824,0.965904738459824
799,0.9621004824891868,0.9414949351032398,0.9414949351032398,0.9414949351032398,0.9414949351032398
831,0.9199183353979519,0.9140469447203121,0.9140469447203121,0.9140469447203121,0.9140469447203121
863,0.9395888343136525,0.9526941566202403,0.9526941566202403,0.9526941566202403,0.9526941566202403
895,0.9444870281973264,0.9569586855358406,0.9569586855358406,0.9569586855358406,0.9569586855358406
927,0.9279933638508391,0.9530140383619451,0.9530140383619451,0.9530140383619451,0.9530140383619451
959,0.9578866844023332,0.9543662152733592,0.9543662152733592,0.9543662152733592,0.9543662152733592
991,0.95432567953192,0.9326977339881882,0.9326977339881882,0.9326977339881882,0.9326977339881882
1023,0.9609188175979382,0.9546928328254132,0.9546928328254132,0.9546928328254132,0.9546928328254132
1055,0.9429101648403073,0.9690434246614632,0.9690434246614632,0.9690434246614632,0.9690434246614632
1086,0.9615231539353792,0.9679221075269102,0.9679221075269102,0.9679221075269102,0.9679221075269102
1118,0.9579566453631414,0.9569903280451247,0.9569903280451247,0.9569903280451247,0.9569903280451247
1150,0.9534998446558652,0.9573096134281521,0.9573096134281521,0.9573096134281521,0.9573096134281521
1182,0.9284246020680634,0.9647564429027786,0.9647564429027786,0.9647564429027786,0.9647564429027786
1214,0.9633908383414557,0.9525514945402247,0.9525514945402247,0.9525514945402247,0.9525514945402247
1246,0.9553605439481924,0.9415693002296022,0.9415693002296022,0.9415693002296022,0.9415693002296022
1278,0.9632325059968674,0.9625390273372645,0.9625390273372645,0.9625390273372645,0.9625390273372645
1884,0.963625272394178,0.9505057101515748,0.9505057101515748,0.9505057101515748,0.9505057101515748
2490,0.9600618079027378,0.9727650287000688,0.9727650287000688,0.9727650287000688,0.9727650287000688
3096,0.9564084606473988,0.978572416688568,0.9715940455233376,0.9715940455233376,0.9715940455233376
3701,0.9746933882013268,0.977202812559599,0.9638292914433159,0.9638292914433159,0.9638292914433159
4307,0.9803420395545726,0.978469510690992,0.976740480834261,0.976740480834261,0.976740480834261
4913,0.9781800659692438,0.9698523012972303,0.9796632689093316,0.9796632689093316,0.9796632689093316
5519,0.9683138910216097,0.9806825601355786,0.9784563355737208,0.9784563355737208,0.9784563355737208
6124,0.9738822317604818,0.9773595365070958,0.9825649859089642,0.9779419198345074,0.9779419198345074
6730,0.9769056791836669,0.9844358808697315,0.9760737027167489,0.9768042542143553,0.9768042542143553
7336,0.9806437091682516,0.9713872643403311,0.9753655903586097,0.9756699977903959,0.9756699977903959
7942,0.9821436264340595,0.9767832460151329,0.976825767637667,0.9830482079675837,0.9830482079675837
8547,0.9835443311780683,0.9801467850751462,0.9816625885855231,0.9749911062236268,0.9749911062236268
9153,0.9811043783630147,0.9826047221762971,0.9788557059915005,0.9862564673463736,0.9823839518139725
9759,0.9838088670397692,0.983671705917477,0.9801919579237872,0.9802898704856979,0.9772299040964917
10365,0.9772459197026104,0.9800524292056273,0.9728279371216281,0.9833975809576625,0.9836758012325717
10970,0.9758538431341016,0.9834032827050057,0.979785511442873,0.9894878466924782,0.9859086438729698
11576,0.9847615393083108,0.9763281212597315,0.9806992519122958,0.988561140787806,0.9824621623303228
12182,0.97240206398352,0.9822344240600048,0.9833651455712189,0.9873498939640754,0.9821147699879754
12788,0.982052206960808,0.9870769579910083,0.9864862806663,0.9797028688042976,0.9826954193385148
