mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__base_estimator__max_depth,param_Boost__learning_rate,param_Boost__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.01396174430847168,0.001088594830290056,0.0009976863861083985,1.5919221202747598e-05,1,0.02,1,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.02, 'Boost__n_estimators': 1}",0.7620225761558682,0.767117674346683,0.7669321169011907,0.756888820163909,0.7580949435596102,0.7622112262254522,0.004281761788246071,862,0.7887138549559303,0.7870515695067262,0.7882518942322562,0.7455949435596103,0.745293412710685,0.7709811349930417,0.020858116592780217
0.021146678924560548,0.0007493398100153233,0.0007973670959472656,0.0003986839329334778,1,0.02,2,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.02, 'Boost__n_estimators': 2}",0.7359362919437142,0.7404205968764496,0.7503324570898406,0.756888820163909,0.7580949435596102,0.7483346219267046,0.0088179352465461,879,0.7571458945415184,0.7579635070357197,0.7569931962269986,0.7455949435596103,0.745293412710685,0.7525981908149064,0.005851317034265119
0.044485855102539065,0.001862092117760297,0.0015897274017333985,0.0007902310688712345,1,0.02,5,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.02, 'Boost__n_estimators': 5}",0.7801298902118448,0.767117674346683,0.7669321169011907,0.756888820163909,0.7580949435596102,0.7658326890366475,0.008332291231114704,860,0.800181691665378,0.7870515695067262,0.7882518942322562,0.7455949435596103,0.745293412710685,0.7732747023349311,0.02318286451637612
0.08577208518981934,0.005084791543966529,0.0019958972930908202,5.926224591505255e-06,1,0.02,10,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.02, 'Boost__n_estimators': 10}",0.7461960723674037,0.7404205968764496,0.7503324570898406,0.7706819236121848,0.7580949435596102,0.7531451987010978,0.010489557269405493,874,0.7684397711458171,0.7579635070357197,0.7569931962269986,0.7569526055357971,0.745293412710685,0.7571284985310035,0.007331584123545393
0.1617703914642334,0.004300910023675398,0.0027923107147216795,0.00040603249333691555,1,0.02,20,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.02, 'Boost__n_estimators': 20}",0.7975800216483684,0.7864620380392762,0.8148214009587136,0.8306865625483222,0.7649914952837482,0.7989083036956858,0.022672045143951935,856,0.8255354105458481,0.8172587753208597,0.8150591464357507,0.8050815679604145,0.7510476264110097,0.8027965053347765,0.026682411477186696
0.2507411003112793,0.009702133405154571,0.003789949417114258,0.00038683836997829423,1,0.02,30,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.02, 'Boost__n_estimators': 30}",0.7975800216483684,0.7864620380392762,0.8170635534250812,0.8404283284366785,0.8280114427091385,0.8139090768517085,0.019657447104141437,842,0.8255354105458481,0.8172587753208597,0.8173012989021184,0.8102327199628886,0.8164160352559147,0.8173488479975258,0.004869077904026821
0.361248779296875,0.011339443328025979,0.004982137680053711,3.2780603870958735e-06,1,0.02,45,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.02, 'Boost__n_estimators': 45}",0.8004252358125868,0.794479665996598,0.8210298438224833,0.8485310035565176,0.8429256223905984,0.8214782743157568,0.0217448627041512,836,0.8263762177207361,0.8230129890211845,0.8242848306788311,0.826892299366012,0.8233125869800526,0.8247757847533632,0.0015830636253239148
0.5112401962280273,0.01744036812648273,0.006586599349975586,0.000481422488677063,1,0.02,60,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.02, 'Boost__n_estimators': 60}",0.8026673882789547,0.8076697077470233,0.822753981753518,0.869305705891449,0.8440466986237822,0.8292886964589454,0.024649287576885438,832,0.8259451832379775,0.8301898098036183,0.8274315756919748,0.8474079944332766,0.8260282975104376,0.8314005721354569,0.008149589553869286
0.6363095760345459,0.006148926099373158,0.008577442169189453,0.0004895749499944278,1,0.02,80,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.02, 'Boost__n_estimators': 80}",0.8142183392608627,0.8174114736353795,0.8498221741147363,0.8874903355497138,0.8619761867944951,0.8461837018710373,0.02763513911900901,819,0.8370438379464976,0.8419572444719344,0.856073140559765,0.8663483841039124,0.8567825112107623,0.8516410236585743,0.010669942978223214
0.7146872520446778,0.009151726883415992,0.00977311134338379,0.0015959265590472474,1,0.02,90,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.02, 'Boost__n_estimators': 90}",0.8325807948043914,0.8381861759703106,0.877578475336323,0.8881784444100819,0.8843899798979435,0.8641827740838101,0.023824677882901407,787,0.8523233338487707,0.8593706509973712,0.8905327044997682,0.8714125560538117,0.868571207669708,0.8684420906138859,0.01295330764220516
0.8012731552124024,0.00830667449482406,0.010573434829711913,0.0008023678005810881,1,0.02,100,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.02, 'Boost__n_estimators': 100}",0.8527524354414721,0.8410313901345291,0.8793026132673576,0.8887815061079325,0.8964589454151847,0.8716653780732952,0.02127040572190117,781,0.8708790783980207,0.8603622235967218,0.8981405597649608,0.8698817071284985,0.8819758002164838,0.876247873820937,0.012913595659858697
0.014162778854370117,0.0011624998295531853,0.000997018814086914,8.971637593377485e-07,1,0.04,1,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.04, 'Boost__n_estimators': 1}",0.7620225761558682,0.767117674346683,0.7669321169011907,0.756888820163909,0.7580949435596102,0.7622112262254522,0.004281761788246071,862,0.7887138549559303,0.7870515695067262,0.7882518942322562,0.7455949435596103,0.745293412710685,0.7709811349930417,0.020858116592780217
0.02193875312805176,0.0020920400787818824,0.0009976863861083985,5.56082906231432e-07,1,0.04,2,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.04, 'Boost__n_estimators': 2}",0.7359362919437142,0.7404205968764496,0.7503324570898406,0.756888820163909,0.7580949435596102,0.7483346219267046,0.0088179352465461,879,0.7571458945415184,0.7579635070357197,0.7569931962269986,0.7455949435596103,0.745293412710685,0.7525981908149064,0.005851317034265119
0.04448122978210449,0.0007979035640203499,0.0011969566345214843,0.00039918426614945823,1,0.04,5,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.04, 'Boost__n_estimators': 5}",0.7801298902118448,0.7788464512138549,0.7880624710066492,0.7706819236121848,0.7580949435596102,0.7751631359208287,0.010159062551497029,859,0.800181691665378,0.7944042832843667,0.8047703726612031,0.7569526055357971,0.745293412710685,0.780320473171486,0.024345724449187166
0.08218064308166503,0.0004884024605583174,0.0013962745666503905,0.0004888307145284956,1,0.04,10,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.04, 'Boost__n_estimators': 10}",0.7964589454151847,0.7888742848306786,0.8148214009587136,0.7706819236121848,0.7580949435596102,0.7857862996752744,0.019806218749316908,858,0.8245438379464975,0.8195202566877995,0.8150591464357507,0.7569526055357971,0.745293412710685,0.792273851863306,0.03393417254486785
0.16456007957458496,0.006212666964315778,0.0027923583984375,0.0003987554263639386,1,0.04,20,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.04, 'Boost__n_estimators': 20}",0.8004252358125868,0.7956007422297819,0.8170635534250812,0.8468068656254832,0.8411164372970464,0.820202566877996,0.020743310696705264,837,0.82609594866244,0.8243060924694603,0.8171505334776559,0.8207070511829287,0.822365470852018,0.8221250193289006,0.003076989434451429
0.2698784828186035,0.014100877389875349,0.003999900817871094,1.3125067293648835e-05,1,0.04,30,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.04, 'Boost__n_estimators': 30}",0.8021493737436214,0.808790783980207,0.8418045461574145,0.880593783825576,0.8533554971393227,0.8373387969692282,0.028985361963120314,825,0.8265269831451987,0.8305995824957475,0.8511809958249575,0.8600123704963663,0.8490451523117366,0.8434730168548012,0.012782059481315283
0.36782207489013674,0.01415308744340151,0.005585002899169922,0.0011973143609023593,1,0.04,45,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.04, 'Boost__n_estimators': 45}",0.8326658419669088,0.8381861759703106,0.8805087366630586,0.8917117674346684,0.890768517086748,0.8667682078243389,0.025949574352854905,785,0.8524740992732334,0.8589396165146125,0.8983125869800527,0.8858299829905675,0.8797993660120613,0.8750711303541054,0.017024253176040997
0.5726778984069825,0.05043167827092228,0.007782649993896484,0.0009766206058150785,1,0.04,60,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.04, 'Boost__n_estimators': 60}",0.867751662285449,0.8577547549095407,0.8868872738518634,0.89972939539199,0.8970620071130354,0.8818370187103757,0.01646690734511041,742,0.8838313746714088,0.8780984227617132,0.905402427709912,0.8892782588526366,0.8858125869800526,0.8884846141951446,0.009203343152986779
0.9480650901794434,0.09497671762467463,0.011372137069702148,0.0020516318866478367,1,0.04,80,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.04, 'Boost__n_estimators': 80}",0.8908535642492655,0.8664604917272305,0.8961110252048864,0.9101592701407144,0.9040436059996907,0.8935255914643575,0.01505756764500336,650,0.9024296428019175,0.889800139168084,0.9066085511056131,0.8972069738673265,0.8972340343281274,0.8986558682542137,0.005657409003713386
0.9061771869659424,0.023503997827693163,0.011569547653198241,0.0011967187906852036,1,0.04,90,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.04, 'Boost__n_estimators': 90}",0.891456625947116,0.8716329055203339,0.8949899489717027,0.9112803463738982,0.9121462811195298,0.8963012215865162,0.014893995107568881,631,0.9040242770991186,0.8968474563166846,0.9096257924849234,0.9017975877532087,0.9050777021803,0.9034745631668472,0.0041818812505562
0.9843701839447021,0.07386785945717267,0.011967325210571289,0.0008929236709554469,1,0.04,100,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.04, 'Boost__n_estimators': 100}",0.8938688727385186,0.8768053193134374,0.8938688727385188,0.9090381939075304,0.9058527910932427,0.8958868099582495,0.011353652330752813,637,0.907213545693521,0.8973422761713313,0.9113711922065875,0.9000947116128036,0.9030307716097109,0.9038104994587908,0.004999955316475258
0.013367366790771485,0.0010220575902044875,0.0009947776794433593,6.676741930567639e-06,1,0.08,1,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.08, 'Boost__n_estimators': 1}",0.7620225761558682,0.767117674346683,0.7669321169011907,0.756888820163909,0.7580949435596102,0.7622112262254522,0.004281761788246071,862,0.7887138549559303,0.7870515695067262,0.7882518942322562,0.7455949435596103,0.745293412710685,0.7709811349930417,0.020858116592780217
0.02313861846923828,0.0023089731487229187,0.0009970664978027344,3.015782985847835e-07,1,0.08,2,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.08, 'Boost__n_estimators': 2}",0.739554662130818,0.7404205968764496,0.7503324570898406,0.756888820163909,0.7580949435596102,0.7490582959641254,0.007868042922474207,876,0.761949126333694,0.7579635070357197,0.7569931962269986,0.7455949435596103,0.745293412710685,0.7535588371733415,0.006831306374903944
0.051468515396118165,0.002725874315363114,0.0019943714141845703,0.0008914308005759479,1,0.08,5,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.08, 'Boost__n_estimators': 5}",0.7999072212772536,0.7864620380392762,0.8148214009587136,0.8369800525746095,0.8193057058914488,0.8114952837482603,0.01721909274290182,854,0.8266990103602908,0.8172587753208597,0.8150591464357507,0.8045654863151385,0.8066336786763569,0.8140432194216792,0.007953234192653041
0.09156637191772461,0.006397407449550332,0.0023826122283935546,0.00077589191733034,1,0.08,10,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.08, 'Boost__n_estimators': 10}",0.7975800216483684,0.7911164372970464,0.8187876913561156,0.8387041905056438,0.8273233338487707,0.814702334931189,0.017897133855322107,841,0.8255354105458481,0.8229047471779805,0.8217624091541673,0.80980168548013,0.8112242925622392,0.818245708984073,0.006446943265491273
0.16916279792785643,0.005526712154985314,0.002995729446411133,1.1215307274221067e-05,1,0.08,20,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.08, 'Boost__n_estimators': 20}",0.8137003247255294,0.8342198855729085,0.8671486005875986,0.8762022576155869,0.8763723519406216,0.853528684088449,0.02522123760853269,797,0.8361817689809804,0.8550815679604143,0.8700807948043916,0.8527524354414722,0.8629677593938458,0.855412865316221,0.011395150646707576
0.2651024341583252,0.01523670508417104,0.004177236557006836,0.0004051019631399785,1,0.08,30,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.08, 'Boost__n_estimators': 30}",0.8625792484923456,0.8526673882789546,0.8858512447811969,0.905674965207979,0.9063708056285757,0.8826287304778103,0.02193108944115893,740,0.8826677748569662,0.8768478428946961,0.9026635224988403,0.8937567651152003,0.8927284676047628,0.889732874594093,0.009036665356623409
0.4116992473602295,0.030840028822654113,0.005992078781127929,0.0008875587229437303,1,0.08,45,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.08, 'Boost__n_estimators': 45}",0.880593783825576,0.8825807948043914,0.8935209525282203,0.9129194371424151,0.9040436059996907,0.8947317148600586,0.012381409095702196,645,0.9015888356270297,0.8995612339570126,0.9061098654708521,0.8975529611875678,0.8980748415030153,0.9005775475490955,0.0031007676047340293
0.5307858943939209,0.025923742380104697,0.006982946395874023,3.456987182691929e-06,1,0.08,60,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.08, 'Boost__n_estimators': 60}",0.8933508582031853,0.8877532085974948,0.897835163135921,0.9184397711458171,0.9082650378846451,0.9011288077934128,0.010962175704768458,563,0.907837869182001,0.903096489871656,0.9121694758002165,0.9002918663986392,0.9052922529766508,0.9057375908458327,0.004064725527857724
0.6688247680664062,0.02725475800439667,0.008574581146240235,0.0004888979688374434,1,0.08,80,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.08, 'Boost__n_estimators': 80}",0.893953919901036,0.8918045461574146,0.8990412865316222,0.9156796041441161,0.9049018091850934,0.9010762331838565,0.008587502661851881,564,0.9097552961187568,0.9037633369413948,0.9148407298592858,0.9020140714396166,0.9115412865316221,0.9083829441781353,0.00480551314961514
0.7260683059692383,0.014293658903889322,0.009575891494750976,0.0007990918618321431,1,0.08,90,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.08, 'Boost__n_estimators': 90}",0.8990412865316221,0.8964589454151847,0.8934359053657029,0.9192979743312201,0.9054198237204266,0.9027307870728313,0.009176555450912003,549,0.9088932271532396,0.908978274315757,0.914063708056286,0.9003749806710993,0.9085027833616826,0.9081625947116129,0.004399658087844855
0.8286087512969971,0.04343940883720322,0.010764360427856445,0.0007461584205431616,1,0.08,100,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.08, 'Boost__n_estimators': 100}",0.9007654244626565,0.8999072212772536,0.8939539199010362,0.9164527601670017,0.9076619761867945,0.9037482603989484,0.007698070968376022,543,0.9100355651770528,0.9105516468223287,0.9136326735735273,0.9039527601670017,0.9074261635998147,0.909119761867945,0.0032502782636971337
0.01696023941040039,0.0026003512967963,0.0009803295135498047,0.000630764788918582,1,0.16,1,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.16, 'Boost__n_estimators': 1}",0.7620225761558682,0.767117674346683,0.7669321169011907,0.756888820163909,0.7580949435596102,0.7622112262254522,0.004281761788246071,862,0.7887138549559303,0.7870515695067262,0.7882518942322562,0.7455949435596103,0.745293412710685,0.7709811349930417,0.020858116592780217
0.021136951446533204,0.0007414367238917663,0.0007928848266601562,0.00039656862833424756,1,0.16,2,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.16, 'Boost__n_estimators': 2}",0.739554662130818,0.7404205968764496,0.7503324570898406,0.756888820163909,0.7580949435596102,0.7490582959641254,0.007868042922474207,876,0.761949126333694,0.7579635070357197,0.7569931962269986,0.7455949435596103,0.745293412710685,0.7535588371733415,0.006831306374903944
0.04408254623413086,0.0011633745381655907,0.001196575164794922,0.0003990174764428696,1,0.16,5,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.16, 'Boost__n_estimators': 5}",0.7918045461574145,0.7864620380392762,0.8354878614504407,0.8515463120457708,0.8349079944332765,0.8200417504252357,0.025988696575234733,839,0.8150185557445492,0.8172587753208597,0.8512892376681613,0.8228177671254059,0.8210279109324262,0.8254824493582804,0.0131913278413801
0.08517313003540039,0.00544777673112162,0.0015954971313476562,0.00048813009623340403,1,0.16,10,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.16, 'Boost__n_estimators': 10}",0.8605071903510128,0.830168548012989,0.8742075150765425,0.8777485696613575,0.8649064481212307,0.8615076542446265,0.016850792894931514,788,0.8662633369413948,0.8504909540745321,0.8867326426472862,0.8578784598732025,0.8526867171795268,0.8628104221431885,0.013136043559373756
0.16156973838806152,0.002093854753156074,0.002790546417236328,0.0003979878600187037,1,0.16,20,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.16, 'Boost__n_estimators': 20}",0.8759393845678056,0.8675815679604144,0.8864543064790474,0.8980903046234728,0.9046466676975413,0.8865424462656563,0.013660625596242084,731,0.888657801144271,0.889800139168084,0.9097978197000155,0.8899895623936911,0.8942805783207052,0.8945051801453534,0.007882072392304745
0.2581162929534912,0.007969549837517551,0.0033896923065185546,0.000477317820523204,1,0.16,30,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.16, 'Boost__n_estimators': 30}",0.8870573681768982,0.8819777331065408,0.8867944951291171,0.9127493428173805,0.9081799907221276,0.8953517859904128,0.012554901070712818,640,0.9046911241688573,0.8989369104685324,0.9046428019174272,0.9041073913715789,0.9000773156022888,0.9024911087057369,0.00247147501005799
0.35964150428771974,0.006871489779111011,0.00538787841796875,0.0004867126323134439,1,0.16,45,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.16, 'Boost__n_estimators': 45}",0.9018865006958403,0.9055976496056902,0.8911937528993351,0.9144734807484151,0.9082650378846451,0.9042832843667851,0.007726608898567181,537,0.9082901654553889,0.9117152466367713,0.9145585279109325,0.903999149528375,0.9061755837327974,0.9089477346528531,0.0037880294685565838
0.4795252799987793,0.03594730602784802,0.006974601745605468,0.0010978168219744275,1,0.16,60,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.16, 'Boost__n_estimators': 60}",0.8961960723674036,0.905079635070357,0.8911937528993351,0.9224911087057367,0.9082650378846451,0.9046451213854954,0.010808307957288644,533,0.9075576001237049,0.9096238595948662,0.9145585279109325,0.9080717488789238,0.9061755837327974,0.909197464048245,0.0028986537522211905
0.57246994972229,0.07706223738723686,0.00797896385192871,0.001092928142309622,1,0.16,80,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.16, 'Boost__n_estimators': 80}",0.9002474099273232,0.902752435441472,0.8911937528993351,0.9224911087057367,0.9082650378846451,0.9049899489717024,0.010342629925473416,527,0.909194758002165,0.9119955156950673,0.9145585279109325,0.9080717488789238,0.9061755837327974,0.9099992268439772,0.0029582083584836377
0.6245375156402588,0.11903930292137964,0.00777730941772461,0.0015946764254569927,1,0.16,90,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.16, 'Boost__n_estimators': 90}",0.9002474099273232,0.902752435441472,0.8911937528993351,0.9224911087057367,0.9082650378846451,0.9049899489717024,0.010342629925473416,527,0.909194758002165,0.9119955156950673,0.9145585279109325,0.9080717488789238,0.9061755837327974,0.9099992268439772,0.0029582083584836377
0.6674164772033692,0.15815901371578348,0.00857701301574707,0.0022390842016321516,1,0.16,100,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.16, 'Boost__n_estimators': 100}",0.9002474099273232,0.902752435441472,0.8911937528993351,0.9224911087057367,0.9082650378846451,0.9049899489717024,0.010342629925473416,527,0.909194758002165,0.9119955156950673,0.9145585279109325,0.9080717488789238,0.9061755837327974,0.9099992268439772,0.0029582083584836377
0.013563966751098633,0.0004886944799204637,0.0005987644195556641,0.0004888898067227109,1,0.32,1,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.32, 'Boost__n_estimators': 1}",0.7620225761558682,0.767117674346683,0.7669321169011907,0.756888820163909,0.7580949435596102,0.7622112262254522,0.004281761788246071,862,0.7887138549559303,0.7870515695067262,0.7882518942322562,0.7455949435596103,0.745293412710685,0.7709811349930417,0.020858116592780217
0.0215425968170166,0.00241023042884796,0.0007981300354003906,0.00039906605752177494,1,0.32,2,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.32, 'Boost__n_estimators': 2}",0.739554662130818,0.7404205968764496,0.7503324570898406,0.756888820163909,0.7580949435596102,0.7490582959641254,0.007868042922474207,876,0.761949126333694,0.7579635070357197,0.7569931962269986,0.7455949435596103,0.745293412710685,0.7535588371733415,0.006831306374903944
0.044681119918823245,0.002631302477951212,0.0011968135833740235,0.0003988985058850665,1,0.32,5,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.32, 'Boost__n_estimators': 5}",0.8636075460027833,0.8445569815988866,0.8338410391216948,0.8685093551878768,0.8349079944332765,0.8490845832689036,0.014436611075584596,805,0.8718861141178289,0.8766700170094325,0.8478757538271224,0.8581220040204114,0.8214376836245555,0.85519831451987,0.01970515017484583
0.08178434371948243,0.0006307821851056488,0.0015927791595458985,0.0004923591214992095,1,0.32,10,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.32, 'Boost__n_estimators': 10}",0.8699010360290707,0.8555126024431731,0.8740374207515077,0.905249729395392,0.8880083500850471,0.8785418277408381,0.016901036877215708,762,0.8788696458945416,0.8757480284521416,0.886475568269677,0.8889129426318232,0.8849717798051647,0.8829955930106698,0.0049108288551755214
0.16836767196655272,0.011178433527706476,0.0025943756103515626,0.0004798404907210218,1,0.32,20,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.32, 'Boost__n_estimators': 20}",0.8929178908303695,0.8987861450440698,0.8861914334312665,0.9265424462656564,0.9099891758156795,0.9028854182774083,0.01417718673708961,545,0.9027717643420444,0.9028993350858203,0.905095098190815,0.8996211535487862,0.9029418586670791,0.9026658419669091,0.0017500478376171905
