,train,test
0.1,0.0016381839996029157,0.1345110811998893
0.2,0.004137214600632433,0.22290343140048208
0.3,0.007494831800431712,0.24834360079985346
0.4,0.013214216399501311,0.2578320264001377
0.5,0.021848505399975692,0.24044179400007124
0.6,0.03204782440079725,0.22219414219944156
0.7,0.044618831200205024,0.187152133800555
0.8,0.06288172619970282,0.13913447799932327
0.9,0.07859453600030974,0.07737215180095518
