,0,1,2,3,4
959,0.687884913415538,0.7464786566613361,0.7464786566613361,0.7464786566613361,0.7464786566613361
1007,0.7183693600960716,0.7754617789144644,0.7754617789144644,0.7754617789144644,0.7754617789144644
1055,0.659952606635071,0.7507135443694862,0.7507135443694862,0.7507135443694862,0.7507135443694862
1103,0.7512655220149177,0.797474421562576,0.797474421562576,0.797474421562576,0.797474421562576
1151,0.6894256904449639,0.7496917069160415,0.7496917069160415,0.7496917069160415,0.7496917069160415
1199,0.712152379270769,0.760670489247996,0.760670489247996,0.760670489247996,0.760670489247996
1247,0.7305121457489879,0.722064856778933,0.722064856778933,0.722064856778933,0.722064856778933
1295,0.6607157414200702,0.7045719677474696,0.7045719677474696,0.7045719677474696,0.7045719677474696
1343,0.6552001294266675,0.7596143347997817,0.7596143347997817,0.7596143347997817,0.7596143347997817
1391,0.6609784948321665,0.7858651754269986,0.7858651754269986,0.7858651754269986,0.7858651754269986
1439,0.7309702046757568,0.7521530080397668,0.7521530080397668,0.7521530080397668,0.7521530080397668
1487,0.7141639488036833,0.7004465470669978,0.7004465470669978,0.7004465470669978,0.7004465470669978
1535,0.6898619649101345,0.7448179271708683,0.7448179271708683,0.7448179271708683,0.7448179271708683
1583,0.6757082312556631,0.7178431453348351,0.7178431453348351,0.7178431453348351,0.7178431453348351
1631,0.6745788597452749,0.7517204440693371,0.7517204440693371,0.7517204440693371,0.7517204440693371
1679,0.7148455781688077,0.7029878404949362,0.7029878404949362,0.7029878404949362,0.7029878404949362
1727,0.6789936412521212,0.6905353862713669,0.6905353862713669,0.6905353862713669,0.6905353862713669
1775,0.6797022264454127,0.7464759842112265,0.7464759842112265,0.7464759842112265,0.7464759842112265
1823,0.6961425130163389,0.7342105263157893,0.7342105263157893,0.7342105263157893,0.7342105263157893
1871,0.672835422330214,0.7188991072479363,0.7188991072479363,0.7188991072479363,0.7188991072479363
1919,0.6553101503759398,0.7344232299124901,0.7344232299124901,0.7344232299124901,0.7344232299124901
2829,0.7202339704046277,0.71274048385765,0.71274048385765,0.71274048385765,0.71274048385765
3738,0.6932016370374774,0.6715583820455789,0.6715583820455789,0.6715583820455789,0.6715583820455789
4648,0.7114436466396991,0.6867374662346797,0.6867374662346797,0.6867374662346797,0.6867374662346797
5557,0.7210233186709355,0.6953482857942455,0.7074655624561325,0.7074655624561325,0.7074655624561325
6467,0.6915684552080092,0.7263111689124332,0.6835856405952292,0.6835856405952292,0.6835856405952292
7376,0.7181959833795014,0.6916291551246537,0.6672974408972561,0.6672974408972561,0.6672974408972561
8285,0.7113445366674281,0.7136594155022703,0.7124736557416291,0.7124736557416291,0.7124736557416291
9195,0.7039954117362954,0.7068430675820194,0.6909689086886289,0.6909689086886289,0.6909689086886289
10104,0.6860259725578307,0.698234797684102,0.704258894069644,0.6839062895769762,0.6839062895769762
11014,0.7082421020932659,0.7135934185194864,0.6980190529554773,0.6984642963148411,0.6984642963148411
11923,0.7333684052545522,0.7155901607183696,0.7213385113434894,0.7002747076673287,0.7002747076673287
12833,0.7004105757149964,0.7025992429057544,0.6783946856085303,0.701376022909684,0.701376022909684
13742,0.7148759035357082,0.6893282384614886,0.700621656966663,0.7062923871551431,0.7062923871551431
14651,0.7148919103296858,0.7075307849680175,0.6838100736275208,0.7088561271265865,0.7169689798722059
15561,0.7226672999172018,0.7074081605829211,0.6999979843167917,0.7119434716553195,0.7108017158591408
16470,0.7224931987512496,0.695481095059747,0.7083331411474575,0.6980804090330438,0.6993075238681103
17380,0.7036095536938914,0.7135847488921712,0.7180658773387493,0.7179318223781388,0.7081500168228584
18289,0.7009286582849455,0.721343767878418,0.6873862610940866,0.7041481185562173,0.710378017896465
19199,0.7089952347945102,0.7116649504771126,0.7203252590221052,0.7163567478406374,0.6924507219503359
