mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__C,param_SVM__class_weight,param_SVM__decision_function_shape,param_SVM__gamma,param_SVM__max_iter,param_SVM__tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.3373753547668457,0.03621201274440569,0.2048572540283203,0.0037097064519292272,0.001,balanced,ovo,0.045454545454545456,-1,1e-08,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.045454545454545456, 'SVM__max_iter': -1, 'SVM__tol': 1e-08}",0.715311004784689,0.7108320240016494,0.6974045609769391,0.7332268370607029,0.707667731629393,0.7128864782928882,0.011751816359820767,3441,0.7200718276137271,0.7098835798169059,0.7073258120355188,0.7106102911846829,0.7227762265656164,0.7141335474432902,0.00611195377380182
1.3066956520080566,0.011984382956507106,0.20425925254821778,0.006106505245920152,0.001,balanced,ovo,0.045454545454545456,-1,0.01000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.045454545454545456, 'SVM__max_iter': -1, 'SVM__tol': 0.01000001}",0.715311004784689,0.7108320240016494,0.696661618926419,0.7332268370607029,0.707667731629393,0.7127378670195114,0.01194968982450282,3443,0.7200718276137271,0.7098835798169059,0.7063974793210739,0.7106102911846829,0.7227762265656164,0.7139478809004013,0.006326278889664239
1.3130916595458983,0.011080569356955313,0.20705747604370117,0.005832662802252804,0.001,balanced,ovo,0.045454545454545456,-1,0.020000010000000002,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.045454545454545456, 'SVM__max_iter': -1, 'SVM__tol': 0.020000010000000002}",0.715311004784689,0.7108320240016494,0.696661618926419,0.7332268370607029,0.707667731629393,0.7127378670195114,0.01194968982450282,3443,0.7200718276137271,0.7098835798169059,0.7063974793210739,0.7106102911846829,0.7227762265656164,0.7139478809004013,0.006326278889664239
1.3102937698364259,0.007182341373942579,0.20245838165283203,0.001892328457581802,0.001,balanced,ovo,0.045454545454545456,-1,0.03000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.045454545454545456, 'SVM__max_iter': -1, 'SVM__tol': 0.03000001}",0.715311004784689,0.7108320240016494,0.696661618926419,0.7332268370607029,0.707667731629393,0.7127378670195114,0.01194968982450282,3443,0.7200718276137271,0.7098835798169059,0.7063974793210739,0.7106102911846829,0.7227762265656164,0.7139478809004013,0.006326278889664239
1.3314303874969482,0.008267658462135393,0.2054666042327881,0.004843759936920028,0.001,balanced,ovo,0.045454545454545456,-1,0.04000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.045454545454545456, 'SVM__max_iter': -1, 'SVM__tol': 0.04000001}",0.715311004784689,0.7108320240016494,0.696661618926419,0.7332268370607029,0.707667731629393,0.7127378670195114,0.01194968982450282,3443,0.7200718276137271,0.7098835798169059,0.7063974793210739,0.7106102911846829,0.7227762265656164,0.7139478809004013,0.006326278889664239
1.3200601100921632,0.01617703267433395,0.20486340522766114,0.00241325929306641,0.001,balanced,ovo,0.045454545454545456,-1,0.050000010000000004,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.045454545454545456, 'SVM__max_iter': -1, 'SVM__tol': 0.050000010000000004}",0.715311004784689,0.7108320240016494,0.696661618926419,0.7332268370607029,0.707667731629393,0.7127378670195114,0.01194968982450282,3443,0.7200718276137271,0.7098835798169059,0.7063974793210739,0.7106102911846829,0.7227762265656164,0.7139478809004013,0.006326278889664239
1.3168630123138427,0.01839792305558666,0.20647201538085938,0.0029689396671887342,0.001,balanced,ovo,0.045454545454545456,-1,0.06000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.045454545454545456, 'SVM__max_iter': -1, 'SVM__tol': 0.06000001}",0.715311004784689,0.7108320240016494,0.696661618926419,0.7332268370607029,0.707667731629393,0.7127378670195114,0.01194968982450282,3443,0.7200718276137271,0.7098835798169059,0.7063974793210739,0.7106102911846829,0.7227762265656164,0.7139478809004013,0.006326278889664239
1.3200740814208984,0.024507376777338552,0.20405282974243164,0.005450136496839509,0.001,balanced,ovo,0.045454545454545456,-1,0.07000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.045454545454545456, 'SVM__max_iter': -1, 'SVM__tol': 0.07000001}",0.715311004784689,0.7108320240016494,0.696661618926419,0.7332268370607029,0.707667731629393,0.7127378670195114,0.01194968982450282,3443,0.7200718276137271,0.7098835798169059,0.7063974793210739,0.7106102911846829,0.7227762265656164,0.7139478809004013,0.006326278889664239
1.3106865406036377,0.021379755199728366,0.2038656234741211,0.0024216781110805385,0.001,balanced,ovo,0.045454545454545456,-1,0.08000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.045454545454545456, 'SVM__max_iter': -1, 'SVM__tol': 0.08000001}",0.715311004784689,0.7108320240016494,0.696661618926419,0.7332268370607029,0.707667731629393,0.7127378670195114,0.01194968982450282,3443,0.7200718276137271,0.7098835798169059,0.7063974793210739,0.7106102911846829,0.7227762265656164,0.7139478809004013,0.006326278889664239
1.3184689998626709,0.005649973352734042,0.20106782913208007,0.002579217211858957,0.001,balanced,ovo,0.045454545454545456,-1,0.09000000999999999,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.045454545454545456, 'SVM__max_iter': -1, 'SVM__tol': 0.09000000999999999}",0.715311004784689,0.7108320240016494,0.696661618926419,0.7332268370607029,0.707667731629393,0.7127378670195114,0.01194968982450282,3443,0.7200718276137271,0.7098835798169059,0.7063974793210739,0.7106102911846829,0.7227762265656164,0.7139478809004013,0.006326278889664239
