,train,test
0.1,0.05610106980020646,0.003999368399672676
0.2,0.0754679755995312,0.0034097649997420374
0.3,0.14184567539959972,0.0025405307998880742
0.4,0.1381976331998885,0.0017793121998693096
0.5,0.20722635960046318,0.0014774359999137233
0.6,0.16749553160007052,0.0012499531996581937
0.7,0.19257657119960642,0.0011308507997455307
0.8,0.22732042340066982,0.0007843388004403096
0.9,0.29057943979969425,0.00048377519997302445
