mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_DT__class_weight,param_DT__criterion,param_DT__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.02842550277709961,0.01107951931422749,0.0024006843566894533,0.0013539877246583356,balanced,gini,1,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 1}",0.1893491124260355,0.1911242603550296,0.19289940828402372,0.19171597633136095,0.1910714285714286,0.19123216505213989,0.001149111765151144,200,0.19155555555555553,0.19111111111111106,0.19066666666666668,0.1922962962962963,0.1911242603550296,0.19135077799693184,0.0005500359030823504
0.029142332077026368,0.013027635180696336,0.0019878864288330076,0.001266061961047499,balanced,gini,2,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 2}",0.35078733792479067,0.34768972095579914,0.35898405923626614,0.3490121899957966,0.34652915390620315,0.3506037335466669,0.004424976698770349,195,0.3503205280587263,0.35159655452811023,0.3487693613642348,0.354502023743373,0.35184547482782036,0.35140678850445295,0.0018944614904613955
0.034476184844970705,0.014154963896114443,0.0017851829528808595,0.0007434858916158501,balanced,gini,3,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 3}",0.5525042842823423,0.5618327028163094,0.5608820771494164,0.5573285478707926,0.5598657437560338,0.5584815701277746,0.0033467236147768646,192,0.5656052657584495,0.5617654378080783,0.5659024881380669,0.5653508839021474,0.564793707763443,0.5646835566740369,0.0015038762022207407
0.029421043395996094,0.0015404881510721444,0.0010984420776367187,0.0004925645077906464,balanced,gini,4,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 4}",0.7185469007663208,0.718951078345782,0.718230025544023,0.7193649561871504,0.7112776515204006,0.7172788961900862,0.0030188827723891536,188,0.7216621996854917,0.7167126182134334,0.7244983058650097,0.7290515676234146,0.7224949073624988,0.7228839197499697,0.004009364439101375
0.049396514892578125,0.01632828456094579,0.001394367218017578,0.0004903921074095607,balanced,gini,5,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 5}",0.8132602580269667,0.8023733307465968,0.7989200375076795,0.8013289358812687,0.8007727297922759,0.803333095045136,0.00509104952976596,184,0.8139648596229279,0.8070035364106779,0.8164951463721948,0.8190378777657205,0.8155713454263265,0.8144145531195693,0.0040538268440559
0.058446311950683595,0.015852298431473864,0.001488065719604492,0.000453353303687968,balanced,gini,6,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 6}",0.8652892294758624,0.8524460827108997,0.8456235651695929,0.856361755100721,0.8476175463880382,0.8534722929537911,0.006999731582607633,180,0.8712309308624828,0.8640050971566231,0.8691142216381718,0.8732859289196047,0.8754033692243023,0.8706079095602369,0.003908570374643862
0.07703928947448731,0.01777281272048044,0.0010940074920654298,0.00025675113358339667,balanced,gini,7,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 7}",0.9001164031428848,0.9021146570957415,0.8817247065670772,0.903572929802438,0.8814938056898965,0.8938143008534877,0.010015901374286292,176,0.9132605321673675,0.9093558428852063,0.9126997794594809,0.9156258089344863,0.9131454715943996,0.9128174870081882,0.002009346662215798
0.07673349380493164,0.0027014796411506557,0.0013645648956298827,0.0005178176800586295,balanced,gini,8,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 8}",0.9262004074110001,0.9208717302033821,0.9109515956930839,0.9239240792834739,0.9124487849267168,0.9188844387736367,0.006118864640138827,172,0.9353690640959561,0.9375173573573095,0.9417619531743976,0.9439848073266373,0.9392787855272091,0.9395823934963019,0.0030410664120985036
0.09146451950073242,0.0017507384097647462,0.0010026454925537109,1.6780061523185213e-05,balanced,gini,9,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 9}",0.9413619167717528,0.9275196430303617,0.9168234875674977,0.9399941798428557,0.9252567682422663,0.9301951273311312,0.009287745326896434,168,0.9515613051170865,0.9505348556085027,0.9502501532409895,0.9597654184439239,0.9579994826526982,0.9540222430126402,0.004031110186205553
0.10691995620727539,0.003234809184662343,0.001196908950805664,0.00039920815428192054,balanced,gini,10,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 10}",0.9440941572089112,0.9357131309212016,0.9207391599573189,0.947094771558832,0.9296343578657577,0.9354597493365288,0.009600557271625234,165,0.9599927208570173,0.9574291624649769,0.9560605611674006,0.9677755323762693,0.963099395350341,0.960871474443201,0.0042046701102360935
0.12905435562133788,0.014321876085137346,0.0011968612670898438,0.0003989936167850989,balanced,gini,11,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 11}",0.946050376693504,0.9350761470559705,0.9282051282051282,0.9467778963365344,0.9285927345038316,0.9369471020786555,0.008114387753587887,162,0.9589683517073848,0.9578855641470967,0.9638317413467158,0.9702374743690964,0.9626329744236428,0.9627112211987873,0.004363535556255364
0.12468233108520507,0.0030126681868003482,0.0011917591094970704,0.0004018549104358739,balanced,gini,12,"{'DT__class_weight': 'balanced', 'DT__criterion': 'gini', 'DT__max_depth': 12}",0.9493290652180942,0.9372166715167974,0.9298444724674233,0.9475506838684644,0.9313254945978778,0.9390594295274254,0.008071095984495917,85,0.9639565356707657,0.9633784572885702,0.9653702032685286,0.9712731964817416,0.9644881495133701,0.9656933084445953,0.0028658984997332985
