,0,1,2,3,4
259,0.8863916635836724,0.7732789855072464,0.7732789855072464,0.7732789855072464,0.7732789855072464
272,0.9286191350809816,0.8446827085720521,0.8446827085720521,0.8446827085720521,0.8446827085720521
285,0.9265151515151515,0.8503682324840764,0.8503682324840764,0.8503682324840764,0.8503682324840764
298,0.936086392287727,0.8602135815991239,0.8602135815991239,0.8602135815991239,0.8602135815991239
311,0.9130692398848822,0.7496444704701356,0.7496444704701356,0.7496444704701356,0.7496444704701356
324,0.8890836839644696,0.8027777777777777,0.8027777777777777,0.8027777777777777,0.8027777777777777
337,0.9241763391247929,0.8819073083778968,0.8819073083778968,0.8819073083778968,0.8819073083778968
350,0.9230588787239034,0.9204335183716628,0.9204335183716628,0.9204335183716628,0.9204335183716628
363,0.9157832377151409,0.9111503067484662,0.9111503067484662,0.9111503067484662,0.9111503067484662
376,0.9196759259259258,0.9212454212454212,0.9212454212454212,0.9212454212454212,0.9212454212454212
389,0.9140406162464985,0.8884071933204881,0.8884071933204881,0.8884071933204881,0.8884071933204881
402,0.9164560161779575,0.888715282117947,0.888715282117947,0.888715282117947,0.888715282117947
415,0.7169642857142855,0.8374261880213703,0.8374261880213703,0.8374261880213703,0.8374261880213703
428,0.9224910394265234,0.8864217111639793,0.8864217111639793,0.8864217111639793,0.8864217111639793
441,0.915438544780833,0.9217656075230952,0.9217656075230952,0.9217656075230952,0.9217656075230952
454,0.9125119274809159,0.8966311883605117,0.8966311883605117,0.8966311883605117,0.8966311883605117
467,0.9000564015792443,0.8952011812476929,0.8952011812476929,0.8952011812476929,0.8952011812476929
480,0.9152780494744891,0.9241943082479802,0.9241943082479802,0.9241943082479802,0.9241943082479802
493,0.8928643724696357,0.9007320062270213,0.9007320062270213,0.9007320062270213,0.9007320062270213
506,0.911278363337745,0.8626216415915987,0.8626216415915987,0.8626216415915987,0.8626216415915987
519,0.9027769370460047,0.9065750149432157,0.9065750149432157,0.9065750149432157,0.9065750149432157
766,0.7896874655191437,0.8951608476064998,0.8951608476064998,0.8951608476064998,0.8951608476064998
1012,0.8786239620403321,0.8672101449275362,0.8672101449275362,0.8672101449275362,0.8672101449275362
1258,0.9146620391881033,0.9141041014592903,0.9140397687567501,0.9140397687567501,0.9140397687567501
1504,0.9062583165291073,0.9029674268904532,0.910299863609679,0.910299863609679,0.910299863609679
1750,0.9551792972761858,0.9775695944853051,0.986840465404894,0.986840465404894,0.986840465404894
1997,0.9034175732048524,0.977221397331394,0.9146625638424016,0.9146625638424016,0.9146625638424016
2243,0.9309132553652973,0.9780389232802839,0.9324998403015106,0.9324998403015106,0.9324998403015106
2489,0.9768955684367988,0.9789381820448585,0.948686322065323,0.948686322065323,0.948686322065323
2735,0.9882716069267584,0.9712269150111619,0.9898328871765631,0.9742292290785372,0.9742292290785372
2982,0.989000241460316,0.977359635154312,0.9927177103983189,0.9148200093501636,0.9148200093501636
3228,0.992289551435151,0.9839511051488882,0.9222906260218685,0.9923310630689395,0.9923310630689395
3474,0.9791355493362468,0.9781441248470013,0.9940170826459477,0.9870086063741458,0.9870086063741458
3720,0.9928035439414169,0.9849670742415825,0.9930578674409082,0.9772059354638832,0.9772059354638832
3966,0.9799915259187757,0.9817442387284794,0.9939701038375824,0.9927131978627624,0.9924477997305792
4213,0.9894262202428049,0.9982662265729209,0.996056224990392,0.9940465048775459,0.9933703117939447
4459,0.9958125644248014,0.9775387736938023,0.9934683558807996,0.9953378972939411,0.9948996507134965
4705,0.9947638240547856,0.9904856054028888,0.9882289710862618,0.9947259816703222,0.9908097053917072
4951,0.9979320354588513,0.9941684242039771,0.9958629647096968,0.9958629647096968,0.9956140436984139
5198,0.9960371482883871,0.9924733388752581,0.9879808518989788,0.9930856879595953,0.9942812481238786
