,train,test
0.1,0.662804196599609,0.044127762400603385
0.2,1.1694338417990366,0.040643166401423514
0.3,1.530017799399502,0.036159074801253153
0.4,1.9545127366000088,0.030719466799200745
0.5,2.520171410999319,0.02668217239988735
0.6,3.108593482199649,0.022045136999076932
0.7,3.418276606800646,0.01727711079947767
0.8,4.05589262259964,0.013131581599736819
0.9,4.534505173400248,0.009245626599295065
