,train,test
0.1,0.0032772428006865085,0.5622389899988776
0.2,0.007733911399554927,0.747013748002064
0.3,0.013549788600357715,0.7600845020017004
0.4,0.022445767000317574,0.8156365202012239
0.5,0.03679338659858331,0.70492195480183
0.6,0.05013502039946616,0.6040487454025424
0.7,0.06577467640017857,0.481298294197768
0.8,0.08907516360050068,0.3401712431994383
0.9,0.11047045339946635,0.1842914204011322
