,train,test
0.1,0.010407474398380145,0.07101116140838712
0.2,0.032937845401465896,0.10306781139806845
0.3,0.06842468219692818,0.12079522039857693
0.4,0.1060727895994205,0.12193919960118364
0.5,0.15455255900160408,0.11347061820270028
0.6,0.2140490259975195,0.10446859319927171
0.7,0.2834640865941765,0.09067979780083987
0.8,0.350657633197261,0.06531540739815682
0.9,0.4502618536003865,0.035527534203720276
