,train,test
0.1,0.09753637919930043,0.008271074600634165
0.2,0.22031476360134547,0.00745428040245315
0.3,0.34585328539978943,0.005816241998400073
0.4,0.5275778458002606,0.005238746199756861
0.5,0.6970108121997327,0.0045027634012512864
0.6,0.8564995116001228,0.002926719599054195
0.7,1.1344394593994367,0.0022408425982575865
0.8,1.306486838798446,0.0011572530012927019
0.9,1.5450054207991344,0.000640949398803059
