param_SVM__max_iter,train acc,test acc
1,0.5,0.5
2,0.5,0.5
4,0.5049019607843138,0.503562945368171
8,0.5,0.5
16,0.5,0.5
32,0.5,0.5
64,0.5,0.5
128,0.5,0.5
256,1.0,1.0
512,1.0,1.0
1024,1.0,1.0
2048,1.0,1.0
