1,6.681594406954588
2,3.2657786964403885
3,2.082947712781962
4,1.662484325401708
5,1.5343593448063102
6,1.4682026569716242
7,1.429019055577164
8,1.3996823906437241
9,1.326351408486501
10,1.2873633675798384
11,1.2180446604877881
12,1.1309130886379413
13,1.1186779883448614
14,1.0908716183056655
15,1.0800865433207822
16,1.0690044893512425
17,1.0605354337192634
18,1.0312078319901359
19,1.015107877232478
20,1.0122829099525918
21,1.0046525942890985
22,0.987768314252055
23,0.9674354905317072
24,0.9540342505888777
25,0.9361920768328049
26,0.9268584872116187
27,0.9244621242826796
28,0.8873729382255623
29,0.8799253281302889
30,0.8628598330919083
31,0.8380908683529912
32,0.8211919814780687
33,0.788547585739022
34,0.7811961472128847
35,0.7565077595316754
36,0.74993322527387
37,0.7371290298060408
38,0.7140090210808158
39,0.6999170588134849
40,0.6760818180784415
41,0.6536256200898262
42,0.6504042931712705
43,0.6164008100006321
44,0.6005832865088376
45,0.5631064346909772
46,0.5434762877149998
47,0.5228370133006669
48,0.47317140883583164
49,0.4554047345511764
50,0.42209168834023264
51,0.3756673524685686
52,0.363189430401399
53,0.3437553964939976
54,0.2415059157272865
55,0.16946077247933825
56,0.15849470304153856
57,0.005850474927934931
