,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
22,0.42247743606567384,0.11225598060554652,0.0021942138671875,0.0003992083251503943,0.1,"(25, 25)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 3}",0.8824134384641751,0.8925565067128611,0.8962205448976795,0.8966529202020379,0.8460380321638055,0.8827770112306228,0.01907037224554469,108,0.843696779378538,0.9001820065346365,0.879617127943891,0.8916109872325935,0.8989325031671359,0.882807880851359,0.020876865342181614
23,0.5004613876342774,0.1282902611395402,0.001994609832763672,0.0,0.1,"(25, 25)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 4}",0.9209737208698318,0.9053995537147979,0.9165488678405604,0.8929217763266151,0.866337859567434,0.9004400304665667,0.019621883249831152,64,0.8830278917221001,0.9060513943873617,0.9026944250616082,0.9084200252802178,0.9076701873071725,0.9015727847516921,0.00947936811724935
24,0.8138230323791504,0.05254362932302263,0.0021940231323242187,0.00039870740052423757,0.1,"(25, 25)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 5}",0.9336570334749519,0.9130877557528331,0.9232669844284448,0.9038825312222413,0.8776048807238843,0.9103037884543904,0.01913959194452496,19,0.9082067044599401,0.9162242283311439,0.917643379062877,0.9231588152541723,0.917643379062877,0.9165753012342022,0.004812086896572167
25,0.5648888111114502,0.16924431406585017,0.0021942138671875,0.00039873137425016616,0.1,"(25, 25)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 6}",0.930969145477087,0.913303837843401,0.8988592213379512,0.8935691918984058,0.8742171766753268,0.9021891976433098,0.019078377991534754,56,0.9032879740219009,0.9122291102424251,0.8965708748877435,0.915574749119059,0.9054030784032657,0.9066131573348788,0.006711447328255626
26,0.46495537757873534,0.04206168677819497,0.0019946575164794924,2.7804145311571603e-07,0.1,"(25, 25)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 7}",0.9311869720863845,0.9130877557528331,0.9086395109475407,0.8909050707703131,0.8913369525065563,0.9070355921271801,0.015028913603530526,27,0.89342392606208,0.9100379489141202,0.9124914094779615,0.912708105887915,0.9095515857555799,0.9076425952195312,0.007221120617220368
27,0.41788277626037595,0.041367256028612825,0.0019941806793212892,8.44957597096889e-07,0.1,"(25, 25)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'pca__n_components': 8}",0.9237076480844444,0.912871775885476,0.9067000939621268,0.8933532824195531,0.8906892868097367,0.9054679210896556,0.012282526520913186,34,0.883865627400531,0.9141487712893674,0.9080995664974649,0.903072938036965,0.9094432741592329,0.9037260354767123,0.010538599136327861
28,0.6727972984313965,0.0565018804210156,0.006183242797851563,0.00039906506043264233,0.1,"(100, 25, 100)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 2}",0.9060489060489056,0.8789677276980781,0.8904736073528697,0.8671968444786512,0.8148426772288732,0.871512062689358,0.03110555189771538,134,0.8793474518221682,0.8825975090773968,0.8736700550014718,0.8552447937126801,0.8619790977911684,0.8705677814809771,0.01039211720498742
29,0.9400856018066406,0.14154070979043962,0.006382274627685547,0.0004885779351170388,0.1,"(100, 25, 100)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 3}",0.9221866767030482,0.8954085743163942,0.9114323269776042,0.9019181517307622,0.882189330209777,0.9026295583549949,0.01364202740970872,54,0.8972287771287112,0.8953572701682799,0.9022622271474293,0.9033479030197915,0.9142883107767771,0.9024968976481977,0.006611264301403755
30,0.7541830539703369,0.0608208375330529,0.006182813644409179,0.00039927980440963043,0.1,"(100, 25, 100)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 4}",0.9255596532850998,0.8956241078044367,0.9142133062236931,0.8906892868097365,0.8671968444786512,0.8986606925216655,0.02014086059701325,68,0.8940330825666105,0.900614591809557,0.904916381287962,0.9069151986443138,0.901984339670208,0.9016927187957304,0.0044177759863504385
31,1.0958690643310547,0.3043353508678058,0.006581783294677734,0.0004885194474978898,0.1,"(100, 25, 100)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 5}",0.9501963215540399,0.9188026131361747,0.9234836173914481,0.9036662595250773,0.9038825312222413,0.9200109921011208,0.01704306980053458,6,0.9163182898198906,0.9072389733326046,0.9175349620278234,0.9210558959266432,0.9261248416110367,0.9176545925435997,0.006222525595705772
32,0.9305110454559327,0.32869752863214147,0.006183004379272461,0.0003989458760905677,0.1,"(100, 25, 100)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 6}",0.9350268685881776,0.9177212728549192,0.9209672814363398,0.906267231629586,0.8951414287787446,0.9150282250675199,0.013526369863645154,10,0.9117957897176264,0.9165352851014338,0.9243040266345492,0.921468507925478,0.9244418033554723,0.919709082546912,0.0048846889094389815
33,1.1182103157043457,0.28729478309631856,0.006580734252929687,0.00048776468877798816,0.1,"(100, 25, 100)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 7}",0.938127090301003,0.9301806130768978,0.9303123878355538,0.9154665203526402,0.908207058373637,0.9244613727644242,0.010943717458695176,4,0.9156280601410816,0.9262872115374674,0.9272884413190254,0.9399258539231862,0.9276678857272103,0.9273594905295941,0.007704412835843077
34,0.9618285655975342,0.17902050411902648,0.006581163406372071,0.0007962469052035364,0.1,"(100, 25, 100)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'pca__n_components': 8}",0.9399096908648833,0.9362214441222809,0.9259882443138269,0.9067000939621268,0.8824045049852447,0.918249689203225,0.021308472499735494,8,0.9144618916220681,0.9293132701323307,0.923731788071209,0.9213812320828425,0.9161024768953535,0.9209981317607607,0.005356324122579388
35,0.5748629570007324,0.20877431812368338,0.0025923728942871095,0.0007984283945716625,0.01,"(50, 50)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 2}",0.9038934964984819,0.8783247387705272,0.8826197847528681,0.8618022762387675,0.840444797247548,0.8734222757798364,0.02125968818157378,131,0.8757380680284141,0.88537741582594,0.86911401472313,0.8502497097878507,0.8892888975296381,0.8739536211789944,0.013814161149569914
36,0.5343704700469971,0.15764859446707666,0.002792978286743164,0.0003990658581041477,0.01,"(50, 50)",3,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 3}",0.8758908822806581,0.8929872266142995,0.9116489117734362,0.8884438485429661,0.8288669513801322,0.879568048337553,0.027825578798405817,118,0.8471869632838885,0.8948036820243986,0.9011734492419348,0.8794019806752371,0.8844623702788916,0.88140568910087,0.018732591380747992
37,0.7481986045837402,0.18186742020186328,0.0031914710998535156,0.00039947045379450037,0.01,"(50, 50)",4,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 4}",0.9280524958987576,0.9053995537147979,0.9067000939621268,0.8960045135796875,0.8826197847528681,0.9037592984934265,0.014891075065234724,46,0.8933699700619683,0.9083188505099496,0.9037242649770476,0.9121216674762451,0.9153172831364139,0.9065704072323248,0.007651580875847044
38,0.8411503314971924,0.3404236960315509,0.0025934219360351563,0.0004887333980000079,0.01,"(50, 50)",5,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 5}",0.9214088299907869,0.9101053885649405,0.9207507338845736,0.8933532824195531,0.8962205448976795,0.9083699765597995,0.011826966819724442,21,0.889913916710311,0.9103567752570191,0.9185309442153817,0.9170087687608783,0.9215439863628042,0.9114708782612789,0.011383532721443391
39,0.5816443920135498,0.083205504702973,0.0025929927825927733,0.0004887724013674795,0.01,"(50, 50)",6,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 6}",0.9257771198984983,0.9202363036007113,0.8990754748697277,0.8904736073528697,0.8585476897045726,0.8988280515713984,0.023987516527783876,67,0.8929758683800474,0.9141487712893678,0.9018220448611901,0.8989325031671359,0.9008385070122926,0.9017435389420067,0.0069208237194110615
40,0.5351685523986817,0.07443510138094332,0.0025931835174560548,0.0004883441474756509,0.01,"(50, 50)",7,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 7}",0.9327860441251922,0.9114016021731114,0.9234836173914481,0.8911209593105713,0.8552801761806569,0.9028199500030953,0.02755116134084376,50,0.9066978084393472,0.9084271989037798,0.9204799652681018,0.8993649317672059,0.9017679595693359,0.9073475727895541,0.007333514298708981
41,0.6468706130981445,0.13267154136010642,0.0025922775268554686,0.0004880920011744474,0.01,"(50, 50)",8,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 8}",0.9262123598410941,0.9111853102261346,0.9133471924870988,0.9064836111209595,0.9014853119155039,0.9117450225841985,0.008309184502141582,15,0.8929218940388683,0.9070786534632223,0.9207510675003644,0.9220649116161369,0.922119168417846,0.9129871390072877,0.011520440611417533
42,0.36362767219543457,0.12011370356489724,0.0019946575164794924,9.536743164062499e-08,0.01,"(50,)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 2}",0.8936355079284624,0.873956033406933,0.8792586972134998,0.8587620895232692,0.8345796988721613,0.8680429641239463,0.020108270746931313,137,0.863545160593463,0.87669137136484,0.8636565949901854,0.8481489949152581,0.8834111224306747,0.8670906488588841,0.01217933657780528
