,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.8616227626800537,0.07971657132679383,0.0059814453125,5.131264134336321e-06,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 2}",0.9257771198984983,0.9164918653170169,0.9118655995283625,0.8984270262155317,0.8803343918419348,0.9065830566030078,0.01581169802992988,195,0.8989228561944216,0.9106816638649843,0.9100327672232092,0.9133479743473296,0.9108381427612889,0.9087646808782468,0.005048766246540602
1,1.8921384334564209,0.22183171266625443,0.005784463882446289,0.0003986120330951552,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 3}",0.9008449483642661,0.8971357524599086,0.9047486541957934,0.8986430718115566,0.8693359113685328,0.8941429767592858,0.012663666541559824,252,0.8693907288064248,0.8924019206710709,0.908424463013996,0.9083702974510537,0.9078868365388717,0.8972948492962833,0.015240109828512573
2,1.9422045707702638,0.09806310629440716,0.005983829498291016,2.611744678045111e-07,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 4}",0.9421166905344849,0.9252314603087506,0.9088558917089834,0.9086395109475407,0.8988592213379512,0.9167452838290104,0.015256766925229457,59,0.9143536392804853,0.9226930208260938,0.9105132095180651,0.925120979214589,0.9211101026635512,0.9187581903005568,0.005456725090830673
3,1.8815668106079102,0.21927900649740892,0.006183624267578125,0.00039863600685263094,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 5}",0.938127090301003,0.8771123739282456,0.91378004412197,0.9088558917089834,0.888228089059511,0.9052237074392888,0.021207430754134775,204,0.9099776452654185,0.8895152740173133,0.9124914094779615,0.9231045733561904,0.9170629811608288,0.9104303766555425,0.011371200859228655
4,1.8684020042419434,0.19903433674414536,0.005984163284301758,5.352483825837052e-07,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 6}",0.9354620988200244,0.9135200222297709,0.8960045135796875,0.893785205766358,0.8884438485429661,0.9054485747933894,0.017208925726436005,203,0.9094962914122549,0.9162784276740115,0.8940344265505844,0.9017679595693359,0.9127622960727885,0.9068678802557951,0.008011464419860871
5,1.8330968379974366,0.29285376006158076,0.006183338165283203,0.00039877898667711303,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 7}",0.945183681940825,0.9111853102261346,0.9186557151874049,0.8933532824195531,0.8522132700954825,0.9041253718587927,0.030847654281474738,210,0.9198484329795912,0.9092310374370237,0.9169545627701075,0.9001896139572816,0.8904411017953255,0.907332949787866,0.010855203987193257
6,1.9342260837554932,0.15644260301331467,0.005983877182006836,1.784161275279017e-07,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 8}",0.9334391336818518,0.9154104711912977,0.9186557151874049,0.906267231629586,0.8988592213379512,0.9145294444583273,0.011741545143195897,90,0.9061044136317622,0.913032221233962,0.9180604148757697,0.9218479482428693,0.9156289306716542,0.9149347857312036,0.0052846652446710725
7,1.9396117210388184,0.16854701990311982,0.006781673431396485,0.0003990412435060334,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 9}",0.9334391336818518,0.9154104711912977,0.9186557151874049,0.906267231629586,0.8988592213379512,0.9145294444583273,0.011741545143195897,90,0.9061044136317622,0.913032221233962,0.9180604148757697,0.9218479482428693,0.9156289306716542,0.9149347857312036,0.0052846652446710725
8,1.941207218170166,0.17407960432245692,0.006582450866699219,0.0004883830422602871,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 10}",0.9334391336818518,0.9154104711912977,0.9186557151874049,0.906267231629586,0.8988592213379512,0.9145294444583273,0.011741545143195897,90,0.9061044136317622,0.913032221233962,0.9180604148757697,0.9218479482428693,0.9156289306716542,0.9149347857312036,0.0052846652446710725
9,1.9248510360717774,0.15800564074307216,0.006382799148559571,0.0004885387300577005,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 15}",0.9334391336818518,0.9154104711912977,0.9186557151874049,0.906267231629586,0.8988592213379512,0.9145294444583273,0.011741545143195897,90,0.9061044136317622,0.913032221233962,0.9180604148757697,0.9218479482428693,0.9156289306716542,0.9149347857312036,0.0052846652446710725
10,1.943003511428833,0.16236307500669628,0.006382179260253906,0.0004888507569082709,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'filter__n': 20}",0.9334391336818518,0.9154104711912977,0.9186557151874049,0.906267231629586,0.8988592213379512,0.9145294444583273,0.011741545143195897,90,0.9061044136317622,0.913032221233962,0.9180604148757697,0.9218479482428693,0.9156289306716542,0.9149347857312036,0.0052846652446710725
