0,0.11209963840641962
1,0.08694738172573388
2,0.06990091243254647
3,0.06969778139125461
4,0.0644826970130032
5,0.06187761730389449
6,0.05859995172480932
7,0.05678922935717088
8,0.054484500148763076
9,0.033330859487527564
10,0.0313608224405671
11,0.025842403902401858
12,0.022413443514489376
13,0.02132600545333268
14,0.020284004863046188
15,0.016585632915938953
16,0.01646340959820792
17,0.012502170279895952
18,0.012116017383010476
19,0.011464421262899102
20,0.010630794214669094
21,0.009499091883410917
22,0.0083022313308832
23,0.008296246573934168
24,0.008044828831096295
25,0.007838344280488952
26,0.007668271786424299
27,0.006259476027632736
28,0.005781484092318427
29,0.005518867947109558
30,0.005317219462691899
31,0.004992962610495796
32,0.004712035089951188
33,0.004552031499821223
34,0.004195938967846417
35,0.0037951870772253015
36,0.003668252498823747
37,0.003463322880246509
38,0.003412282329390857
39,0.0028963183393671704
40,0.0027919777210982204
41,0.0026363952245163575
42,0.0021115509274602746
43,0.0018082391975950875
44,0.0016807862773025723
45,0.0016117179308082256
46,0.0015786345900121132
47,0.0015071480054171407
48,0.001491831676350047
49,0.0012567874387198366
50,0.0009225007996378709
51,0.0008110085564805157
52,0.0006805767342937731
53,0.0005686606542874686
54,0.0005468672831109205
55,0.00031958023055200444
56,0.0002616484236171906
